ID,Mass,RT,22-72b1-silique-NL-0V,22-72b1-silique-NL-10V,22-72b1-silique-NL-15V,22-72b1-silique-NL-20V,22-72b1-silique-NL-25V,22-72b1-silique-NL-30V,22-72b1-silique-NL-35V,22-72b1-silique-NL-40V,22-72b1-silique-NL-45V,22-72b1-silique-NL-0V
1336,451.205,3.83,44653.713,4248.430668,1,1,1,1,1,1,1,44653.713
1337,770.4083,11.35,47081.83262,12952.88735,1,1,1,4591.992925,3295.167261,1,1,47081.83262
1338,396.1991,4.95,25452.19358,1884.255013,1,1,1,1,1,1,1,25452.19358
1339,250.1933,15.08,1,4032.961148,18799.68227,49268.97617,30727.63339,68879.3623,67138.92112,26527.52053,45979.85066,1
1340,1018.5702,10.44,39456.18545,46972.10954,40403.66439,36017.98976,31371.29336,20947.0713,9865.749066,7468.923542,6544.298806,39456.18545
1341,183.0293,2.39,4205.535645,14557.5332,17889.87305,29443.11328,49593.67524,62876.40894,57462.26696,41969.52299,29702.26077,4205.535645
1342,731.5538,19.01,32859.61664,89965.55381,100355.3722,107279.4798,104777.193,76346.44668,49351.4082,35471.48487,35447.02944,32859.61664
1343,292.2036,11.74,130295.9403,126288.5432,93838.45385,1,1,92068.21107,104830.0532,112347.9498,104131.1858,130295.9403
1344,124.0524,2.12,8886.875,13769.59312,36806.10948,87344.0691,120168.0662,118149.2826,95126.40556,78597.12461,75134.54041,8886.875
1345,746.384,12.4,57059.45702,37215.2717,34282.44085,22708.10543,10487.34041,7502.123686,8959.554089,8068.130969,7918.938107,57059.45702
1346,400.0995,3.24,8048.07436,4095.745411,10644.53473,4764.301174,4350.095383,3970.931473,1,4971.935198,3655.690399,8048.07436
1347,310.0687,5.05,272871.3165,139024.8631,91678.20907,51673.37303,26884.32948,15770.92434,9729.131835,7169.461843,6270.92345,272871.3165
1348,408.0841,3.9,1,2504.94751,3965.12439,4842.341028,19989.56708,46291.49373,74216.96601,89597.72735,93427.10223,1
1349,330.0731,3.89,37598.84432,29570.30282,27288.74083,24681.45675,25708.57324,30030.15381,33037.49917,37248.6224,34958.96111,37598.84432
1350,256.2399,18.28,25610.14411,166866.8161,371906.6657,447721.4199,473851.7803,405039.6323,317805.0351,240430.7406,160030.1725,25610.14411
1351,386.1209,4.67,46301.19996,43661.59676,27591.25818,19931.27259,19758.7263,16036.7446,10895.14221,11003.09621,8990.603783,46301.19996
1352,426.0946,3.49,16789.5096,142395.2288,159578.011,113381.7522,105181.6032,121346.0629,132464.7396,138987.2935,127374.8452,16789.5096
1353,226.2296,15.19,19805.05469,26696.96484,137057.9182,291429.1104,261401.1757,151597.8244,75149.95576,36473.75886,25541.86082,19805.05469
1354,460.2301,7.65,13523.80538,72592.50654,39760.1877,9213.260481,2823.643467,1252.51117,1508.197554,1,1,13523.80538
1355,102.0317,11.45,1,1,1,3487.836291,9793.29161,21913.99289,37711.24153,39841.46441,46167.67315,1
1356,864.4627,11.27,53695.85397,55542.7642,56832.87346,40454.5388,23743.03676,10574.8078,4928.374077,7887.080852,5554.6836,53695.85397
1357,154.0264,2.24,104824.5711,121352.6321,91562.70734,84677.37477,46312.4404,47806.40866,14074.62077,22598.79283,37144.93288,104824.5711
1358,736.3507,9.41,81069.66067,8459.729814,1,1,1872.562407,1,1287.292979,1,1,81069.66067
1359,360.1057,2.8,103829.8861,108619.9026,62819.28796,23776.64037,10076.52458,4763.965298,3494.588557,2605.743404,1969.925081,103829.8861
1360,376.2094,5.87,61171.36453,43140.27838,41467.91846,35139.48802,26879.17331,14511.49838,9552.044846,5464.337264,3463.938292,61171.36453
1361,566.1969,7.07,38600.11936,16640.41023,36529.26416,32788.88869,20152.28442,10299.35302,6479.592737,6684.087525,5617.285717,38600.11936
1362,790.5214,16.51,22331.61315,107260.3675,87416.72843,29747.54007,6055.368562,4189.939152,3726.859648,6519.246611,5875.1395,22331.61315
1363,420.1991,5.88,1,5083.061944,3027.304787,1,1,1330.179746,1,1873.193222,1203.988576,1
1364,792.4652,13.21,57092.13735,42181.63898,48169.21142,26976.80841,18328.25469,1,6460.243566,7250.745206,5271.680496,57092.13735
1365,792.2315,2.46,16656.0732,7025.063523,2083.875107,1647.637035,1503.614598,1,1351.457764,1346.827881,1357.992676,16656.0732
1366,288.0629,3.49,26380.86755,44572.07039,51559.55627,50911.42699,44813.8787,33705.02621,35401.72617,33172.37107,26490.7835,26380.86755
1367,540.2524,8.75,19562.97776,16980.00673,7286.678752,2630.913631,2648.223995,2806.883224,3194.347476,3287.336611,3762.342285,19562.97776
1368,312.1205,4.4,1,1,1,1,2705.038741,19818.46698,79969.27524,172217.2378,267179.8349,1
1369,356.1103,4.7,30184.56368,49903.622,9149.250252,54293.3363,32630.15828,18221.57162,10765.63631,10098.15666,11395.44791,30184.56368
1370,1008.2059,3.1,49125.94876,47889.04481,38899.21207,28514.23265,19917.13477,16250.31505,15011.42996,15113.31374,14522.11943,49125.94876
1371,278.2245,13.43,228974.0313,65863.7423,114243.0136,206205.0061,269725.0806,154830.0058,89884.07904,52949.43998,30220.16244,228974.0313
1372,422.0978,3.66,49491.31445,3926.091255,4458.41958,6444.863166,5850.981951,5415.651696,4726.899274,3984.823064,3544.492529,49491.31445
1373,472.2305,5.24,14393.171,9465.84198,3266.168916,161618.2558,184326.2377,163906.276,126899.4336,100291.0012,58870.01389,14393.171
1374,400.1313,2.17,20016.35405,5316.344727,1,1,1,1,1,1,1,20016.35405
1375,818.4806,13.33,60557.88353,117233.7524,102256.7366,58323.33714,29242.29561,15369.84016,10169.81323,6408.141063,6241.440263,60557.88353
1376,788.4102,13.27,69600.47246,76566.1622,56677.52654,37845.63349,12509.55337,5844.817054,6779.9375,5854.993615,7754.160947,69600.47246
1377,806.445,12.86,77565.10086,35943.90211,29588.16519,7638.289003,11451.57172,5873.484613,5413.825555,3697.464104,3696.918046,77565.10086
1378,498.0765,5.4,20289.05882,6473.249827,2483.886396,1844.554199,1888.41139,1910.012988,17006.64892,1439.508789,15427.35589,20289.05882
1379,449.1503,5.32,19724.06641,41659.14844,46696.61396,37247.45883,31934.06625,28269.41754,25103.39533,21556.21049,16465.46875,19724.06641
1380,430.2197,5.25,14299.50056,45524.40365,38312.37534,23922.85875,18940.20312,27143.89146,35552.1813,40657.28843,37788.00673,14299.50056
1381,510.2591,7.75,75958.16433,81430.33883,82498.97304,43252.22774,19715.32702,9680.077488,9479.621098,9274.647347,8798.004434,75958.16433
1382,112.0889,10.51,1,2453.002686,3102.108057,10134.38435,20810.75992,30313.11623,36436.69955,34484.65081,20646.0518,1
1383,500.2618,9.16,44283.41433,41015.38325,15248.38294,2570.991392,1017.319999,3041.908681,2077.422119,2008.614502,2292.641113,44283.41433
1384,533.8816,0.78,46618.02344,30242.36328,25839.17578,26921.71867,26916.93164,26332.57031,23766.72656,21210.48438,20802.15625,46618.02344
1385,206.1304,7.45,1,7108.081337,19089.27274,32302.27778,37334.24882,26960.43702,16005.81864,10400.59166,4997.773871,1
1386,416.1525,13.68,1,2582.219238,9599.742237,16176.19955,24199.04584,34014.69798,33192.31975,24225.6893,18307.89089,1
1387,508.1574,5.57,33745.00652,33405.64063,28284.82253,17542.17278,10591.08753,10157.199,9435.532449,8226.774016,7800.413149,33745.00652
1388,316.0039,4.32,1,1,1,1782.543335,6968.053711,18179.37409,29208.12614,34837.01569,36582.16638,1
1389,294.2192,11.76,1,1,1,1,1,1,1,1,1,1
1390,286.1069,2.83,26900.45296,29506.52163,28116.83318,21424.66797,17795.97754,17069,13692.05566,9866.240234,7138.011719,26900.45296
1391,664.273,6.17,39166.86899,21465.98779,11654.0555,7700.870607,7811.496451,6695.548192,7689.429498,4420.573762,6664.395519,39166.86899
1392,882.4957,13.32,22920.58957,12712.18055,7440.052802,3352.933512,1,1,1,1,1,22920.58957
1393,290.0787,4.69,5413.970085,34495.36118,64955.7262,116417.1822,140042.3449,145820.0329,120654.4341,90616.16131,63648.55413,5413.970085
1394,560.3191,12.66,72271.48822,19609.9382,3069.343387,3258.614171,3391.414785,3281.009856,2045.847412,1400.022693,1435.860023,72271.48822
1395,416.1526,9.49,2713.860803,3630.090573,10456.16791,23607.60345,41622.70038,42494.18266,21144.81773,15865.78772,6493.395386,2713.860803
1396,742.4132,9.48,38858.06448,80084.71395,71855.0535,48686.25169,22480.08785,9788.361001,3930.440774,3298.505705,2821.973633,38858.06448
1397,546.2669,8.95,24833.39661,2708.221359,1704.516634,1,1257.782803,1,1,1,1,24833.39661
1398,704.3362,11.61,31414.10408,31154.94347,23681.075,15430.50137,7352.956918,4288.293891,4531.968772,8040.299636,7750.06945,31414.10408
1399,1004.5484,13.62,45921.09019,47646.9666,48572.23334,44092.31833,39681.56629,38166.50326,20388.02817,14861.49484,10165.97722,45921.09019
1400,982.5489,12.97,77962.50089,108056.8071,132699.3964,118633.9284,78945.40249,42961.97302,23237.78274,14056.65746,11949.0956,77962.50089
1401,824.4906,15.4,1,1,4791.329652,1,1,1,1,1,1,1
1402,812.4183,11.93,12068.67492,5802.448461,2759.231934,2345.189739,1,2032.252611,1,1815.605137,2048.968579,12068.67492
1403,858.4881,14.58,20329.671,22177.09429,26509.31442,18837.19625,8710.606102,3162.527958,2821.086615,2518.589133,5258.395477,20329.671
1404,1014.575,12.07,36357.21562,33142.91081,46396.6162,45217.50241,49352.75254,23486.29907,18204.12274,12577.05319,7622.179228,36357.21562
1405,1014.5748,13.62,58437.149,10719.85349,1,3707.49329,1,1,1,1263.887817,1,58437.149
1406,930.4813,11.54,42942.98246,30726.13365,21509.27461,17665.09484,12428.54768,5045.204179,4110.384546,3819.187146,3368.254326,42942.98246
1407,866.5022,14.74,48614.15441,15038.97305,7777.508718,1,1,1,1,1,1,48614.15441
1408,434.2147,3.83,174480.4195,19447.33663,4672.993123,1659.118043,1,1,1,1,1,174480.4195
1409,866.4666,15.16,36004.41562,45739.8861,47935.43344,54312.38453,56846.82869,56203.54397,58246.75558,54731.10626,52713.856,36004.41562
1410,314.1001,5.92,26444.71646,7129.744141,7756.786016,6138.069487,6716.247972,4977.8398,6031.049405,6099.014438,4641.374984,26444.71646
1411,986.579,13.16,16869.53734,33048.50222,17362.30387,42882.39974,31235.41431,12812.77684,8483.744092,9649.021341,7879.609767,16869.53734
1412,206.0577,6.72,4593.592285,9647.98971,8548.518255,23556.24073,34081.15401,44315.10813,43560.77301,39756.75175,30324.05035,4593.592285
1413,478.2328,8.48,44951.9666,62827.93691,48923.28502,21682.10217,10195.59815,8400.817465,6898.793839,6096.959091,6173.631175,44951.9666
1414,627.1107,5.87,28254.17914,28118.64076,28238.76888,24805.50818,16215.22513,12812.82457,9665.479492,8500.308546,9711.894375,28254.17914
1415,562.1315,6.45,20822.56454,3942.264816,3747.547263,3518.951901,3975.440854,2505.519156,3682.520793,3395.931733,2581.662374,20822.56454
1416,345.1342,3.69,28333.13575,28275.36637,25584.55933,28151.82155,27386.97113,26089.59414,20975.7251,20812.60699,18278.84566,28333.13575
1417,968.5591,14.79,31566.62677,66573.96484,94935.19104,59611.80484,42851.89891,24008.31478,18448.43217,24150.56107,23454.39235,31566.62677
1418,416.2043,6.25,92310.27693,27048.51461,31431.7846,32534.88996,22836.1108,15293.42559,11076.03664,4971.107807,4840.673828,92310.27693
1419,752.397,12.63,64642.13183,14313.57463,5699.677391,8253.433675,3808.41758,5292.552795,1,3247.294276,2815.190615,64642.13183
1420,622.2832,6.73,29676.83611,152721.6767,168965.7953,117705.9893,49660.10363,17413.97788,12730.20513,8585.136032,6052.720802,29676.83611
1421,384.105,4.09,38019.97462,28776.84141,27378.46839,23615.34281,13428.82568,8524.785746,6411.459653,4566.658329,3833.535343,38019.97462
1422,702.3378,11.67,54865.46424,52555.94978,42782.63325,8247.500167,17801.55361,13322.53115,6347.660832,14740.61508,16990.62521,54865.46424
1423,266.188,16.01,1,2260.932446,10317.11535,24139.29968,30281.94894,29486.62834,27548.2411,21393.51364,18771.61784,1
1424,418.0689,6.21,37934.98047,28463.24609,18181.03125,14907.28125,17636.69141,15376.74707,14659.2334,14336.01074,11369.03418,37934.98047
1425,394.1835,5.56,34621.71508,3362.278178,1,1,1,1,1135.726972,1,1,34621.71508
1426,866.5022,14.15,69375.06962,28293.59446,1,1,1,1,1,1,1,69375.06962
1427,144.0058,1.28,22201.49218,19946.95176,12946.50466,8429.496353,6543.779748,3149.709671,2456.375,1,1,22201.49218
1428,772.4156,13.13,35282.80209,26452.72689,29932.86809,9189.612837,7637.4803,4006.198081,2794.810252,5179.233489,4637.253974,35282.80209
1429,752.3974,11.95,31358.13046,18558.57504,7013.395235,6851.858984,5041.420549,7275.311892,2487.924111,2664.102243,3691.158581,31358.13046
1430,396.2272,12.84,1,5629.708001,14546.01907,1,81048.33684,60611.55578,1,1,1,1
1431,224.0684,4.88,45608.9658,3249470.887,3336469.636,3268791.873,2987475.75,2838713.784,2714562.249,2528918.126,2085209.364,45608.9658
1432,116.0108,4.77,12726.15964,21777.02564,16270.86745,14642.76212,16086.05034,18309.96183,20604.57936,23960.35683,25735.24831,12726.15964
1433,612.241,5.28,42473.77128,52011.40881,43978.33832,36161.70461,31725.03886,34454.11101,29687.63775,23182.69583,22712.36937,42473.77128
1434,654.3527,13.33,46018.33098,53129.00832,55391.18984,38715.71628,39216.42658,31040.67819,21709.29965,30774.79492,29109.11445,46018.33098
1435,756.4202,15.46,32422.4215,36242.0791,28568.54747,14712.23533,6211.803624,3966.441245,4093.744803,5377.969355,6385.902466,32422.4215
1436,336.061,1.77,84135.36777,5731.218249,1272.278005,1189.020386,1586.457642,1,1,1267.300659,1,84135.36777
1437,810.4748,13.23,69867.64538,30499.01781,1,1,5715.8031,4464.195679,4053.504058,2764.104012,2734.815572,69867.64538
1438,532.2885,8.99,32753.44577,34467.19372,17775.44665,6920.843426,1452.326346,1,1,1,1,32753.44577
1439,440.0416,1.24,31214.53773,22920.79161,18659.03291,13462.0505,16257.24362,17760.27775,11047.63013,19790.67543,15520.78581,31214.53773
1440,240.136,12.44,1,4643.412009,14275.78224,20995.82622,26057.57371,19752.95267,20079.93365,15421.6839,12328.73064,1
1441,110.0366,3.78,15449.89589,45861.61202,129258.5042,225637.9471,294566.002,308222.7255,312720.0983,302786.5895,296456.5049,15449.89589
1442,123.0321,2.03,66952.3315,42332.31739,38716.09346,27502.35101,20175.41506,14565.28981,10853.40619,10954.60703,9792.65714,66952.3315
1443,838.5054,12.89,39515.40703,28066.82583,24283.40487,18947.41862,4833.328165,1,1,5767.937116,4257.36469,39515.40703
1444,414.2612,12.15,26095.76527,1,1,1,1,1,1,1,1,26095.76527
1445,216.1013,4.36,15597.62245,28824.83397,19969.04691,10288.63119,2874.201083,9228.046204,7835.488598,7664.188547,6666.185147,15597.62245
1446,984.5582,13.85,48758.8529,174248.2072,79877.26049,29332.04995,27189.58373,19465.11627,13001.833,13458.45738,9902.377828,48758.8529
1447,790.3591,11.45,44936.6723,12376.13605,2642.48776,1,2283.968858,2010.048725,1653.084595,3611.81932,2227.748626,44936.6723
1448,1080.7509,5.93,43436.27734,46875.26563,39976.94531,39823.89844,38174.48047,37552.25391,35751.69141,26809.74609,17023.25391,43436.27734
1449,152.0473,3.78,15942.2648,23774.30509,62832.65828,119386.561,127439.7872,111462.6706,87369.3547,62090.64287,50362.18313,15942.2648
1450,842.4936,15.87,33802.89401,31159.32102,35148.7386,23919.50557,11509.94777,5275.031393,4739.348862,7316.54299,7514.250584,33802.89401
1451,478.233,9.02,179186.3083,181336.5391,141592.1688,60732.02184,27680.55909,21707.93052,21529.32637,16670.25399,16434.22163,179186.3083
1452,434.2144,4.27,27326.0478,13603.47775,3151.798396,1,1460.767406,1,1862.451355,2029.740723,1533.575195,27326.0478
1453,484.2434,6.82,1,35206.20924,23477.74434,22218.17102,12976.46488,8634.771544,8964.79847,7910.959135,6633.885255,1
1454,521.2752,12.23,56123.6983,57484.45801,45048.20275,27329.5394,24884.11687,29947.92986,26845.60072,25023.93903,22744.47549,56123.6983
1455,814.4467,14.06,36832.70362,47556.68366,41807.64668,22814.98262,8747.701584,5017.48884,4061.171303,9189.113668,6088.395711,36832.70362
1456,1032.5851,12.02,43785.97907,27616.25252,16630.04351,8889.889757,4078.395527,8683.162507,5618.846368,2198.413238,3155.148342,43785.97907
1457,518.2356,5.25,67230.53155,11696.61341,4400.504231,2851.501211,2600.109863,1047.693945,1,1671.677669,1,67230.53155
1458,714.5383,5.26,270100,265368.6105,259363.4638,254917.8401,227913.2397,142331.8488,49563.91406,15117.92676,10320.41602,270100
1459,288.1723,10.69,27268.83008,50229.05554,37473.93584,20892.3417,13072.43911,11869.63743,10716.2509,8229.105784,6252.885746,27268.83008
1460,1077.3072,3.73,22662.33422,14958.89688,9376.129602,3158.030267,2354.03125,1,1,1,1,22662.33422
1461,846.452,13.01,37421.96622,36328.34811,27518.01019,17475.71862,8680.461419,6392.062813,5157.843675,4070.883011,3847.105747,37421.96622
1462,460.2303,7.64,13550.6029,70572.20059,39720.33681,10680.50012,2837.799042,2064.95787,1507.335603,1,1,13550.6029
1463,164.0505,1.83,26262.92513,16616.91488,11372.60955,6667.780089,4662.389019,3790.508387,2755.379771,2990.168749,1,26262.92513
1464,326.1913,14.66,9684.926597,11038.47299,13284.99997,19156.47827,17402.09462,17142.67906,10496.82727,4028.899902,3916.442302,9684.926597
1465,447.0921,3.8,1,1,1,99489.69552,141581.5111,190935.2976,168529.7399,124986.5102,86852.0584,1
1466,294.2191,13.07,27598.53546,18527.21977,40637.52429,36624.96577,84680.71171,1,1,1,1,27598.53546
1467,113.9928,18.05,10163.83503,24011.4344,68526.63467,83862.16776,83241.74308,83955.98728,70879.98742,67843.64852,54269.97189,10163.83503
1468,728.3885,14.56,33289.24754,32650.46612,24482.32741,10709.25539,2733.132549,2577.411818,3584.641402,4088.404419,3762.009047,33289.24754
1469,728.3889,14.49,33029.95382,37062.40474,31836.31604,11694.71915,3100.949741,2456.825349,3584.641402,4121.293017,3769.102996,33029.95382
1470,133.9307,21.12,13828.87791,8129.879236,2331.954272,1253.516589,1247.246582,1015.572327,2177.391602,1,1,13828.87791
1471,346.0897,1.76,42328.66928,2723.840448,1757.951656,1641.908266,1235.336844,1,1,1,1,42328.66928
1472,620.2667,4.81,21055.17634,5100.286434,4430.055084,6038.308127,4995.808679,4284.620469,5138.375296,4308.038817,5085.806275,21055.17634
1473,806.4215,10.42,66367.15747,71158.24608,65960.44774,55684.37733,33612.71887,19015.08553,12130.34669,12676.58514,15807.5539,66367.15747
1474,840.487,12.92,57830.42581,10661.9732,1,1,1,1,2782.313904,1,2772.799408,57830.42581
1475,418.2199,7.18,27511.31088,6845.102994,3635.076105,2066.101461,1,1583.283691,1,1863.507275,1,27511.31088
1476,820.4595,14.2,95783.92215,14624.86865,4936.245282,5609.371062,3385.780709,2430.633636,1,3196.295689,2770.025474,95783.92215
1477,932.4527,12.34,46223.77991,29994.12591,45220.48331,32277.03006,24247.30422,23039.50991,12762.2459,11728.92063,12234.79646,46223.77991
1478,516.2455,14.52,47788.65685,13193.67228,13049.39424,18658.70788,23749.51096,14429.83938,21428.62234,14479.2586,16639.83979,47788.65685
1479,545.1027,6.4,17590.83647,7069.65578,1383.173933,2863.728751,2917.958378,2275.050774,1,1,1,17590.83647
1480,206.0577,3.78,15672.24507,62331.58794,145475.4416,141897.4594,57764.90903,55070.95058,46831.29184,45223.64016,36995.46607,15672.24507
1481,373.0496,1.23,15768.07725,71829.29533,284637.4207,402272.4241,244347.0445,118131.8854,43789.2374,43933.49591,70279.44013,15768.07725
1482,840.4852,13.08,38680.62525,10438.46499,1,1,2518.493656,1,1,1,2772.799408,38680.62525
1483,528.0169,3.04,40862.75,33330.85938,28624.80859,28570.32227,29134.30859,28846.71938,32064.80664,25662.03281,23742.11328,40862.75
1484,940.5018,12.39,125572.4546,39123.80954,11326.85485,5767.501194,7288.170636,6746.609741,5679.689527,4132.405741,1,125572.4546
1485,538.0949,5.32,70257.60732,5057.076665,1830.025508,2190.626349,2067.321701,3540.885817,2297.954522,2517.315969,2716.850292,70257.60732
1486,288.0629,4.7,18524.83977,46423.94031,41815.49273,43805.67511,36541.94412,34902.17907,39604.85629,40387.79007,35586.1117,18524.83977
1487,464.2534,10.96,47910.59576,52356.53387,34942.18252,22095.00243,7974.485835,12146.13231,10655.83668,14090.27016,11188.17671,47910.59576
1488,777.5593,19,68312.81672,10542.27148,3377.142443,3371.206898,4333.372893,3031.623779,3503.560964,3038.697021,2558.417972,68312.81672
1489,196.1099,10.73,1,1047.671358,4958.886481,20299.74652,18931.71182,14587.04102,24583.98283,18262.86835,13101.79093,1
1490,298.1597,12.52,11783.15307,24728.44014,19113.27618,15444.32756,24276.96881,18319.87211,5928.956228,14822.95172,10881.88421,11783.15307
1491,850.47,11.97,34233.59577,23922.84012,19454.35334,11573.50694,5653.788086,4628.679908,3234.484149,1,2589.373274,34233.59577
1492,173.1051,4.05,52963.18431,24847.3417,22818.14923,22264.4184,22871.6855,22180.95177,17864.17131,14786.67729,12444.73674,52963.18431
1493,372.251,5.92,14590.99098,32707.39652,34181.61743,34035.38,26489.97885,18975.7806,13054.57505,6573.721623,3852.346588,14590.99098
1494,736.438,13.12,31837.03642,158285.7307,202919.8409,87464.08176,60085.59953,11317.05953,4766.258609,6639.265663,4609.495078,31837.03642
1495,854.4576,13.33,51677.8084,52774.22332,49463.28476,40513.80667,26036.92322,11697.31181,7845.942001,7543.913887,8183.946681,51677.8084
1496,101.0476,1.38,23381.34961,34612.57422,22687.24805,14155.23515,9099.454895,14492.37226,14778.61032,17578.74805,16387.07577,23381.34961
1497,776.4716,14.06,301067.1821,515997.1936,516559.7746,347914.2262,147237.0351,42517.66672,19168.93176,20269.63155,22027.06309,301067.1821
1498,222.074,2.48,22888.35694,54104.15191,52113.09292,36724.5133,22307.74561,12299.56128,7696.547972,6340.405074,4586.607776,22888.35694
1499,826.4982,16.5,42481.7236,38972.42827,33329.29109,22856.35912,10473.04183,4506.998325,6372.399886,4826.308566,7747.525308,42481.7236
1500,422.1706,3.88,39009.56799,21550.00197,7165.34654,4519.649461,4323.18093,1617.584421,3941.429787,4138.728827,5093.191179,39009.56799
1501,672.3345,13.99,1583.596231,1270.963867,3855.301013,12512.0822,41426.56248,62684.48758,48955.25693,25147.83049,8698.223937,1583.596231
1502,166.0299,2.94,29280.49571,29473.73827,21162.16952,20319.14881,17726.91445,17497.84421,15411.96522,12843.58604,8384.7932,29280.49571
1503,536.1522,4.81,43533.90603,23305.22837,27981.23298,22063.48504,12586.44068,7470.259319,5318.762599,6249.537859,7107.158353,43533.90603
1504,790.4505,13.81,47144.75903,47693.77279,43293.83016,24241.90418,10967.16573,9469.277379,7606.798366,7702.046217,4878.41636,47144.75903
1505,778.4495,13.36,29222.853,44521.71849,49581.14358,44723.91406,37017.37433,23238.64176,13319.39754,6707.412452,5243.228686,29222.853
1506,518.272,7.01,23736.00068,28669.02232,14416.9036,4309.559793,1893.455999,1,1,1,1,23736.00068
1507,878.3195,4.8,33469.45076,8155.9652,1812.874205,1,1507.777627,1710.117264,1617.263672,1,1085.969501,33469.45076
1508,700.3875,13.02,43674.62324,9981.494816,3566.362752,3080.300201,2725.857399,1,1922.514848,1506.411369,1737.189622,43674.62324
1509,1095.3777,3.67,47579.92824,11567.18583,10234.89036,7971.500631,7351.073329,1,1,1,1,47579.92824
1510,806.5162,15.88,25461.10034,93561.82767,75894.12568,30728.85884,7141.930562,4400.830331,4497.61459,3745.999341,4140.410054,25461.10034
1511,117.0578,2.86,16576.33789,56402.50391,69244.79688,60205.05236,51218.82031,47565.56513,42831.98317,42683.58922,34595.44652,16576.33789
1512,973.4772,3.68,32811.6069,35208.66406,20562.08398,11059.69531,8918.046875,8716.751029,4184.163086,3934.586914,2908.003662,32811.6069
1513,728.3383,9.21,81150.12491,81739.35884,74720.43879,56093.7421,25251.98404,15561.5725,11491.65709,11913.08856,13698.1949,81150.12491
1514,340.1569,6.94,25467.94287,6580.105033,5331.967246,2404.455811,2130.077881,1,1071.224281,1,1252.566895,25467.94287
1515,836.4905,13.77,115704.112,72187.94783,34399.55209,18602.33704,8978.963714,8773.723825,6179.674805,4331.016846,4365.635247,115704.112
1516,578.1627,5.08,35974.6942,57155.46532,58675.9491,37800.09199,21659.92451,1,1,1,1,35974.6942
1517,124.0523,3.78,15143.45896,25191.07613,59954.63071,121048.4984,197106.2353,272611.345,293642.0853,262653.1696,207905.6162,15143.45896
1518,734.2627,5.01,53571.43426,4651.95292,2856.893752,2439.92287,2512.751043,1470.502761,2117.416875,1831.533464,1,53571.43426
1519,430.2567,10.15,19936.57211,1046.793213,1,1,1,1,1,1,1,19936.57211
1520,998.2894,3.5,58544.31953,28686.69165,12143.67951,6862.827281,5995.191424,6028.993794,4906.625845,4361.879057,4185.928801,58544.31953
1521,161.9836,0.81,19217.19531,36066.24219,29012.04297,21619.08789,22333.81055,24548.07031,22738.84961,24066.36133,23615.23242,19217.19531
1522,508.1573,4.16,5054.623162,30841.25948,83517.37614,122933.0133,128318.2124,100322.3526,76077.59492,55471.49594,48132.00243,5054.623162
1523,822.4739,15.73,1,21299.87945,10019.99117,1,1,1,2272.29541,1,1898.738986,1
1524,1036.5362,13.71,37369.77048,43034.03416,38903.10292,34004.06888,24306.93638,16064.75632,12176.36161,7494.427473,8809.898867,37369.77048
1525,816.2102,5.58,27394.9032,27783.76821,33194.26063,38689.59754,34552.61616,29976.21726,21216.29883,15273.7955,14017.22531,27394.9032
1526,768.4286,12.44,76731.04015,20251.42026,9995.533619,7226.757715,9642.315723,1,1,5149.247528,4493.73216,76731.04015
1527,254.0999,14.57,1,14340.9128,37623.60498,62878.45959,64923.88978,56197.46639,45025.08071,31357.50026,25402.63001,1
1528,310.2141,12.24,19934.12693,30412.51676,23641.676,18304.08117,29016.30976,30424.60476,30659.84623,37598.75191,33850.18378,19934.12693
1529,250.1932,14.5,1,1,1,18757.10708,24570.88435,27642.80733,25113.8561,23368.23107,27145.63672,1
1530,180.0795,5.02,18123.21959,59234.13984,68401.55157,81785.2743,52306.90711,23651.91731,22120.95275,38461.00227,60518.62401,18123.21959
1531,109.0289,2.13,15106.4366,31462.00374,44143.42725,72508.17674,126422.5281,220225.9089,301024.9747,355233.1669,374763.7044,15106.4366
1532,804.5012,14.68,28822.27449,62920.64066,72039.04481,65072.80874,16436.89903,15130.35923,6069.015045,6265.03018,25519.90103,28822.27449
1533,462.1154,4.41,1,7577.186816,40421.11247,135897.9805,224957.6996,255022.8145,184618.5454,127194.9175,85300.32743,1
1534,447.0528,4.5,39312.01034,102348.455,91084.79849,29238.07451,15632.47651,20077.65619,28296.86594,31914.67097,31627.67954,39312.01034
1535,449.1168,3.6,50591.10747,2785.437506,8680.341822,18551.09142,68672.81063,49725.62321,54340.92389,43526.70613,34544.45863,50591.10747
1536,748.4752,19.42,45123.74306,44665.96535,35590.6612,16328.04778,8339.627205,5898.430079,6720.440282,8314.955175,8906.788489,45123.74306
1537,240.1358,13.28,1,8885.026307,16618.56961,23672.50258,21545.47606,20118.10955,19129.49706,17798.12749,14392.79046,1
1538,1000.5596,12.02,1,38120.87139,42591.39057,28881.21815,17582.59568,10767.80373,5905.452956,1,4313.316126,1
1539,176.0471,3.64,5640.919028,18302.5139,34657.47017,35951.52991,30702.09547,20808.65493,8328.196586,7357.805637,15363.2761,5640.919028
1540,109.0289,2.13,15103.14783,31462.00374,44041.7128,72508.17674,127824.6899,220000.1129,300987.2011,355233.1669,374082.2161,15103.14783
1541,778.3899,9.46,32400.49984,36038.40404,32093.9732,25860.82039,15651.04328,8763.483959,7157.492009,7041.621855,7846.113593,32400.49984
1542,787.228,3.7,35312.96568,41767.42422,41449.29652,43283.99994,33251.16673,24498.12607,23509.83762,20029.53129,19665.11626,35312.96568
