ID,Mass,RT,22-72b1-silique-NL-0V,22-72b1-silique-NL-10V,22-72b1-silique-NL-15V,22-72b1-silique-NL-20V,22-72b1-silique-NL-25V,22-72b1-silique-NL-30V,22-72b1-silique-NL-35V,22-72b1-silique-NL-40V,22-72b1-silique-NL-45V,22-72b1-silique-NL-0V
4744,672.3641,12.73,8767.565009,9333.773067,3848.46453,14578.45614,4285.412028,6292.650563,6359.763526,6539.092721,5550.0361,8767.565009
4745,720.3721,11.23,13214.22585,20585.98326,13935.97818,11734.62353,7642.987046,3849.957232,2462.363578,2503.684893,1635.616263,13214.22585
4746,394.1835,4.93,40331.74864,5689.123338,1963.612677,1,1,1,1,1,1,40331.74864
4747,138.0315,4.69,1,1,1,7956.496167,14647.00296,20098.93212,29302.57455,31850.24941,34170.10076,1
4748,310.2141,12.28,9058.151715,1,1,15117.39974,27473.53686,25722.67117,1,1,1,9058.151715
4749,294.256,12.19,10342.34682,7235.981517,1,1,1,1,4446.263524,6439.52002,4926.365639,10342.34682
4750,308.1986,9.59,24236.07542,8198.113055,22620.53924,24305.1418,10547.96372,6020.593939,3344.587007,4152.067235,2963.932904,24236.07542
4751,826.4692,13.11,27466.85317,1,1,1,4163.166993,4391.160939,3482.180081,2576.524744,1888.606949,27466.85317
4752,154.0264,4.93,2626.88044,7208.252931,9746.700336,14799.2044,21562.11275,21900.33009,11844.36629,10056.38108,5403.796653,2626.88044
4753,330.1465,4.8,3328.307145,12415.51713,18094.67165,21091.32868,20603.25003,18661.07622,14451.54677,10632.8758,7904.769907,3328.307145
4754,562.2984,9.26,14676.75371,4069.1633,1,1,1,1595.435945,1100.299154,1096.220581,1,14676.75371
4755,582.1915,5.25,13007.74263,8389.417719,18442.69521,16052.93043,14268.17019,9368.907021,6253.974488,6147.584781,5359.016375,13007.74263
4756,596.1729,5.29,7291.658346,8049.343444,8416.108494,7286.521137,4989.686646,4716.04177,4836.77753,4313.775417,5661.00332,7291.658346
4757,516.9515,4.81,17905.41455,2021.840818,1,1,1,1,1,1,1,17905.41455
4758,722.4148,15.76,10927.95658,10900.65431,10089.15931,12847.53959,9941.341405,10079.40641,7310.36603,6479.553125,6290.551498,10927.95658
4759,408.0837,4.69,1,15790.12786,47747.84518,87238.81357,98218.46632,15551.9141,28096.41946,37906.33792,40075.14855,1
4760,374.1935,7.65,5642.625973,5133.774928,3063.240219,1845.218006,1,1,1,1,1,5642.625973
4761,162.0314,3.79,5639.929517,13746.52811,26213.33484,37345.71403,36849.83626,36901.88162,31567.26515,29773.90587,16626.68429,5639.929517
4762,292.134,4.89,9032.654297,9413.865068,6098.201174,6101.105957,4950.163796,4777.540061,4057.800616,3806.35083,2458.364213,9032.654297
4763,290.0727,9.35,5356.358867,1,1,1,1,1,1,2014.442427,1069.467524,5356.358867
4764,708.3194,7.22,35303.16165,9396.227815,1,2017.1604,1062.840259,1,1,1,1,35303.16165
4765,308.1987,10.14,94903.82803,15877.42317,14219.32041,6464.143061,1,1,1,1,1,94903.82803
4766,110.0368,3.14,5316.46541,7334.997632,14620.68421,30651.95446,61842.69366,89211.37375,117055.8832,112137.1951,100275.4577,5316.46541
4767,826.4706,11.27,99136.89558,53120.34646,24438.85849,15901.94276,10726.86969,6540.569231,5318.158518,5118.347221,3631.593561,99136.89558
4768,776.4711,15.33,19621.45618,39830.62122,50765.51725,29838.11971,24619.09111,13367.07918,9538.341506,6675.672955,6140.688483,19621.45618
4769,702.2344,5.06,26230.42632,14433.94277,5906.393564,2807.837889,3718.069581,2752.490178,2355.1427,3308.787311,2812.190857,26230.42632
4770,326.209,9.52,1,10489.75441,43729.15543,72467.3665,63529.70038,31591.45809,13052.93201,7776.269243,6590.813753,1
4771,606.3244,10.07,9188.414377,4999.185547,1217.505823,1288.093369,1,1441.876709,1,1,1,9188.414377
4772,582.1938,4.64,15634.31153,13818.83493,12556.36836,9798.114587,6836.310911,7272.720411,4615.273804,5664.209769,5372.371376,15634.31153
4773,870.4959,10.85,24925.75146,15150.55855,11528.74155,7218.42369,4292.897046,2632.706766,2057.062403,1,2210.023926,24925.75146
4774,458.2509,5.57,10962.19033,14505.73887,8838.089861,7515.925661,6029.818613,6623.089419,5424.657456,5358.841793,4425.633979,10962.19033
4775,292.1311,10.04,8599.135125,15726.67088,6876.006855,2878.802932,2276.552887,9651.751603,3079.734468,3270.264548,2698.922375,8599.135125
4776,273.0958,1.39,13144.4893,5612.689089,3901.892845,4521.763041,3811.403809,1,1,1,1,13144.4893
4777,283.0914,1.31,13817.42969,16920.26953,10632.86914,8068.140137,5749.086914,5139.376465,3800.274414,3553.016113,2606.841064,13817.42969
4778,514.1527,0.96,5535.686384,8373.067827,9226.397207,6595.319004,7220.573364,4807.215045,5924.918678,6380.253472,5282.33491,5535.686384
4779,890.5146,12.78,17413.10126,17881.67407,15185.2733,22172.04176,14166.3961,4220.892194,5289.9747,4117.576279,5804.059477,17413.10126
4780,464.2537,10.76,608966.5784,631297.0298,410586.5658,212120.5264,175257.5604,172610.0751,167444.4035,157995.2196,134910.2311,608966.5784
4781,518.2355,5.75,15107.74381,3725.179527,1,1,1869.352295,1,1,1,1,15107.74381
4782,230.067,0.83,5235.075195,7223.427734,10324.87988,10409.07324,10925.47949,12229.96582,13858.65332,14228.87012,14511.69043,5235.075195
4783,730.1733,5.07,9717.708576,12726.08301,10822.13124,11428.27304,11000.20609,10926.05605,6588.824899,6291.205698,5244.204927,9717.708576
4784,706.4566,18.02,4147.856078,4333.379713,3291.351913,1831.345671,5121.988087,1773.484934,7468.357734,5182.173129,5239.125548,4147.856078
4785,823.5344,18.26,18474.89671,21461.29686,18360.16882,6983.516761,2970.342041,2754.836426,2548.943848,1938.987427,2007.103271,18474.89671
4786,256.1208,5.08,19661.2462,19981.19421,13999.62712,9705.913576,7492.783418,5914.42534,5063.494283,3696.963868,2728.951608,19661.2462
4787,428.1677,6.35,14752.21147,29720.97929,5342.235714,4961.34328,5003.016398,3622.928627,2961.026984,2771.83453,2428.308379,14752.21147
4788,182.0579,2.39,4205.535645,14557.5332,17889.87305,29443.11328,49590.62033,62876.40894,57451.84714,41969.52299,29702.26077,4205.535645
4789,392.1041,6.36,8989.746471,7513.83802,9868.542178,9408.685757,6827.141307,5319.369141,3165.954121,2651.022966,2510.645264,8989.746471
4790,238.0578,5.4,9326.086914,10266.24805,10074.72266,8976.438477,6955.601563,5231.515625,4529.312988,3282.615967,2352.333297,9326.086914
4791,304.0977,6,55240.94369,17196.8294,7319.325878,6380.388404,6359.598294,6316.847161,1,1,6401.983806,55240.94369
4792,682.3921,16.62,15608.87579,19013.06464,16985.16677,11940.0005,5303.491283,5855.61303,5467.328157,6823.937717,6937.44374,15608.87579
4793,854.4652,11.6,12310.31346,1,1,1,1,3175.710055,2627.329399,1,2291.68008,12310.31346
4794,750.4189,15.33,15485.60907,13156.54473,7931.585785,6415.228049,4592.739716,4555.169855,4874.252132,3854.09886,2663.640195,15485.60907
4795,476.2172,8.28,9167.031413,106991.1081,6206.666751,25649.69515,15137.04168,11144.44399,10604.63029,9779.542536,7364.248942,9167.031413
4796,188.1048,5.74,11310.90009,10157.91129,7395.646338,6159.543446,4307.789067,2574.442033,3874.547481,2796.697563,2129.592976,11310.90009
4797,488.2616,7.66,12710.24917,6612.504542,1691.192731,1322.657342,1023.872174,1,1,1,1,12710.24917
4798,408.163,2.17,131495.7864,8518,1,1,1,1,1,1,1,131495.7864
4799,402.1884,7.4,10162.76406,10115.78678,8569.658566,4291.393523,2455.289795,1592.225586,1374.251099,1,1203.717978,10162.76406
4800,581.0397,5.86,12063.29524,3785.06752,2264.308594,1395.911865,1,1,1,1,1,12063.29524
4801,644.2002,4.84,10656.44427,3746.455284,2784.068748,2801.23918,2134.879341,2577.213068,1513.19887,1486.545166,1,10656.44427
4802,432.2256,12.36,12949.74569,1169606.559,691930.9809,7902.463314,5066.895946,7989.903593,5215.265964,5395.194648,5948.071139,12949.74569
4803,734.2616,4.99,53398.51965,2837.488195,2899.072424,2230.512146,2350.041717,1849.515232,2117.416875,1831.533464,1062.758956,53398.51965
4804,476.2617,5.7,13313.1482,25205.81752,24033.34927,16789.51511,11401.84952,4929.008937,3932.079423,3700.149757,3903.850538,13313.1482
4805,368.0848,4.78,5788.20941,1,1468.827881,1776.869467,3507.293797,6333.062493,8423.697879,9509.88497,12838.18367,5788.20941
4806,502.2408,6.86,9454.570484,23152.0632,2783.247922,1,1,1073.140059,1036.274658,1,1,9454.570484
4807,908.3932,3.71,12017.63672,8779.043293,7181.401286,7096.58252,5432.015625,3239.092529,2705.039307,2277.825195,1044.008057,12017.63672
4808,822.4385,12.42,10083.9128,9347.380006,5567.491602,1,1,3530.232581,1,2289.827089,1,10083.9128
4809,424.0948,3.16,33077.00049,1615.801409,3304.23999,4367.944277,5801.30045,2670.852371,4478.770263,3372.708096,2253.590424,33077.00049
4810,1028.5541,13.71,13276.5828,8626.060318,5688.981916,7607.672499,4561.793236,3383.487616,1808.125509,2054.382925,1747.522965,13276.5828
4811,490.2407,4.79,11927.37522,9714.639433,6855.10124,7939.491255,7628.29959,6334.332581,5167.718772,5041.913222,4462.164063,11927.37522
4812,1085.2483,1.24,29294.23219,19457.17188,14036.23047,8395.760165,9422.712891,9854.928764,9439.794922,7367.678711,8566.827148,29294.23219
4813,189.004,0.85,6604.716309,11650.9248,16009.4043,17015.21289,17242.10742,19991.35742,17182.53516,18743.81836,17674.78125,6604.716309
4814,476.2167,8.77,1,1,1,1,1,1,1,1,1471.267595,1
4815,431.2376,2.66,11000.36674,10965.26081,8986.223701,4595.617036,2677.666148,1583.681999,1652.447754,1493.546143,1,11000.36674
4816,928.4653,11.07,38353.16719,23085.11632,21930.31169,14481.9115,9561.732419,5093.342442,3699.843536,3751.918959,3438.941766,38353.16719
4817,398.8889,5.4,17457.29688,1943.225952,1,1,1,1,1,1,1,17457.29688
4818,212.141,14.4,5832.29307,23338.096,43424.95706,52845.04904,49043.41993,15224.83395,30508.40826,26348.32704,21400.35129,5832.29307
4819,388.1555,8.76,12583.72266,11362.34735,9178.99707,5534.3125,3448.283878,1834.039395,1707.918528,1362.405601,1334.168302,12583.72266
4820,488.2613,6.6,16801.37391,6711.863089,2001.078219,1541.614236,1296.797782,1,1,1,1,16801.37391
4821,514.2154,4.19,11704.70019,7690.032683,5585.196495,2397.354509,2045.481729,2174.97986,3317.431152,2780.862793,3280.117188,11704.70019
4822,203.0792,1.68,191340.1196,97803.19152,43971.16151,25735.35286,23153.64844,20438.891,19915.16406,15535.68262,13774.90234,191340.1196
4823,528.2928,12.54,8365.173669,23572.75111,27475.5596,45963.32734,1,1,1,1,1,8365.173669
4824,969.5731,13.61,91458.48582,25981.10302,102937.8297,77628.68245,16208.54462,20147.60824,11869.00521,11026.73897,8387.157117,91458.48582
4825,584.2781,10.27,15788.0921,16278.59269,5188.335647,2496.616359,1,1761.050237,2417.217178,2083.481265,2436.018492,15788.0921
4826,290.188,11.47,2420.516238,6769.72278,11216.61769,9706.428101,13616.69842,26468.64336,21949.06236,22534.60808,20170.38099,2420.516238
4827,567.3526,13.44,12723.97796,7258.69908,4065.832031,2216.85321,2550.390381,3014.832544,2297.294782,1884.740762,1,12723.97796
4828,407.1248,3.68,8023.685351,4885.633344,13755.38601,14814.39891,14844.29475,18114.62568,15868.9143,14795.26155,15333.99039,8023.685351
4829,520.1571,6.23,17261.80276,3727.153856,3942.132907,3377.436695,2895.779893,3434.611551,2954.900505,2303.83505,1665.789233,17261.80276
4830,594.2877,6.3,27044.27801,5329.896566,3732.890896,4444.706891,4345.916517,2975.54168,2307.115413,2114.069857,1442.349019,27044.27801
4831,478.2406,4.58,18959.1164,17963.82986,20896.41043,15632.31075,10151.28651,6417.162478,3757.148843,3906.374878,3494.000485,18959.1164
4832,464.179,3.74,14237.53416,12606.39364,9229.730471,6138.345412,7871.89987,5502.415399,6749.166387,7076.668336,6290.510895,14237.53416
4833,380.2039,5.12,17055.63994,2123.279297,1,1,1,1,1,1,1,17055.63994
4834,531.3089,13.17,7628.032888,3837.983367,6399.070139,1,6011.410064,3927.989633,3855.882981,3971.422848,3087.33374,7628.032888
4835,706.3926,12.63,119133.9355,158128.122,131877.4158,70892.64222,22681.68491,19578.17355,13972.70299,8184.543036,8671.979593,119133.9355
4836,702.2151,5.06,24101.09634,13530.32549,6816.297266,4407.747338,3297.14526,3579.532637,3227.662151,2732.659862,2512.77764,24101.09634
4837,546.2199,10.51,18771.26239,9534.263863,2549.670076,2336.127343,1765.627861,1450.974131,2738.983339,2585.998904,2622.756022,18771.26239
4838,282.0769,2.88,5315.999232,5703.696758,3266.26534,1,1,1789.143127,1471.210296,1,2082.875977,5315.999232
4839,1044.5491,12.45,14820.43777,9632.970908,11683.31195,7967.857584,2391.940391,2742.183138,9624.503214,6573.635333,4956.994172,14820.43777
4840,260.02,2.68,1,7466.616664,30776.25004,43937.16329,53376.63449,42255.22725,28829.31894,18253.29755,16935.39466,1
4841,404.2406,9.9,8133.113319,7919.086679,4448.932525,2351.657039,1889.333446,1,2044.148926,2706.988042,1,8133.113319
4842,240.2087,13.01,2613.29248,9219.609697,16300.0587,16538.5438,15491.56586,12477.04691,8594.669366,7526.609235,5719.181772,2613.29248
4843,240.0994,4.33,13449.42408,6990.301108,5786.052495,5473.61603,5209.385959,4903.622282,4725.977508,3303.936135,3301.269561,13449.42408
4844,956.5318,12.19,18077.82547,19054.27782,16671.43096,11125.8554,11942.43537,15973.24673,5982.325793,4770.973628,5592.611102,18077.82547
4845,784.2206,7.27,15606.05235,16334.03559,15125.29836,12461.97256,8599.962566,5122.632353,2909.334951,2995.152624,2987.334917,15606.05235
4846,667.0289,1.21,11244.98848,4340.327458,5130.73335,13256.19321,9695.088751,2933.476563,1759.050427,1888.005493,1465.231323,11244.98848
4847,473.1531,2.58,11574.62759,15929.31594,9413.298826,6236.360906,4867.594238,4198.202507,2598.351318,1925.989756,1301.781982,11574.62759
4848,553.293,11.81,7053.622232,3771.379578,1925.314661,2762.280884,2401.742747,2405.40095,2544.191942,1,1,7053.622232
4849,875.4866,11.48,12109.28002,11322.5952,8560.933806,1,5039.89469,1,1,1,4631.704264,12109.28002
4850,1020.5402,12.76,10962.58316,18209.08724,19357.12406,18442.59763,16634.71074,13640.72725,9608.29979,5636.275634,3820.680259,10962.58316
4851,646.1735,2.82,28165.44848,1,1,1,1,1,1,1358.634477,2186.485579,28165.44848
4852,334.1989,5.87,9069.692292,10126.77782,11496.08689,6169.32959,5737.38935,5205.219238,5324.99946,4915.960449,5354.349609,9069.692292
4853,796.4233,11.55,29832.58717,9441.854684,1,1,3588.215418,3248.966259,1,1619.423352,2602.526157,29832.58717
4854,902.2496,3.81,18785.7824,6369.750025,3576.363056,3769.594644,3729.514533,3700.795776,3115.870906,3305.196773,2912.39975,18785.7824
4855,474.245,5.27,12480.1927,7755.616432,10515.82381,15016.87189,12270.44593,9739.653871,10820.2379,8071.706829,4705.722579,12480.1927
4856,782.3211,4,9680.608102,10913.74384,6174.325574,3880.622965,2179.159933,1955.490912,1441.014277,1699.730021,1,9680.608102
4857,617.0401,6.14,14764.41872,6759.986402,2868.268949,1,1,1,1,1,1,14764.41872
4858,344.2194,6.15,6419.35323,6852.598558,6043.499527,2731.787206,2131.819107,1,1,1,1,6419.35323
4859,324.2272,16.41,6662.081293,9046.557799,12026.57738,10569.34009,12763.77664,15693.19116,15853.96556,16445.41388,16116.39489,6662.081293
4860,358.0652,6.1,11494.26782,7743.550171,5560.699219,6134.726158,8768.746094,6142.123693,5492.842773,5527.367188,4822.839844,11494.26782
4861,786.2217,4.44,16958.84228,20070.97447,3166.86212,3910.807335,3679.172499,3466.231038,1585.061093,2691.927681,2295.874386,16958.84228
4862,244.0694,1.24,4716.246209,2707.797191,1923.951109,2155.161597,1436.755371,3834.855469,3118.806285,3371.222301,1432.44458,4716.246209
4863,882.3281,7.13,11899.85099,12086.73615,4842.444695,2584.57959,1735.247912,1,1638.775154,1023.669041,1381.642884,11899.85099
4864,489.2489,8.18,8449.52832,7800.609836,7133.797629,7529.160579,6333.24237,3388.29834,2963.156494,1481.480073,1998.050968,8449.52832
4865,310.214,13.77,1,15466.19959,41505.73626,65753.95408,34491.65105,67119.17707,32936.12778,33686.43454,17884.67751,1
4866,460.9617,5.68,12887.73145,4068.722168,1411.138184,1,1,1,1,1,1,12887.73145
4867,707.1991,6.47,17141.71087,20163.99201,15960.63727,12309.09977,10921.24497,9258.629001,6578.426224,4345.888177,5028.923799,17141.71087
4868,550.2902,11.29,11601.21629,12495.93029,10857.14211,8734.1962,7776.885642,5246.067351,6808.531387,5749.476481,4425.331462,11601.21629
4869,782.4416,13.11,14290.12676,36562.06584,7971.91551,5361.08227,4783.136795,4248.56109,3357.473175,3009.153347,2934.951183,14290.12676
4870,472.1944,7.24,9388.548659,11133.34626,3319.803767,1928.069213,2179.481949,1327.649134,1402.112892,1291.444946,1123.093628,9388.548659
4871,428.1335,0.99,7353.980856,7109.657539,6661.568859,4380.583984,2716.267334,1069.181885,1,1,1,7353.980856
4872,882.4971,14.39,1,13405.33899,19069.17198,25107.90262,30021.04514,13757.08739,8092.436401,5184.426432,4647.9114,1
4873,154.063,2.39,5028.801103,5438.193567,18618.97964,35347.13671,41792.27474,31258.4207,20688.17975,16110.01455,12889.38082,5028.801103
4874,450.2824,7.76,12923.57888,1955.434388,1,1,1,1,1,1,1,12923.57888
4875,885.5086,13.7,19933.5607,15623.12697,9290.556357,5324.794155,5258.624817,5313.32729,5749.362429,3715.948255,4263.422328,19933.5607
4876,354.0895,2.59,6433.671648,1,1,1066.200562,1,1,1,1,1,6433.671648
4877,300.2781,16.36,9105.129883,10631.06641,9712.574023,7406.695341,2168.687616,3634.16626,2970.502686,3268.394287,2542.060303,9105.129883
4878,364.2225,12.78,10257.09766,8236.777344,6449.726563,3954.464233,5489.101837,6329.001708,5757.576946,6281.62066,5835.962491,10257.09766
4879,311.0925,3.87,7629.272167,9050.67384,7848.101985,5160.266964,46192.32974,40840.00294,3162.596699,2846.921906,3338.445531,7629.272167
4880,264.1723,13.92,4662.68457,59382.04972,99727.1387,129511.2413,136463.9115,132523.5387,100026.4004,95611.47417,54292.3222,4662.68457
4881,186.0291,10.16,1455.51001,5152.410466,20980.40404,33745.66329,34316.92419,29536.66458,22595.35614,16518.14416,13196.04706,1455.51001
4882,586.1288,4.99,2784.404575,30356.02504,58269.42154,35993.74781,11322.23366,7946.089632,9075.07935,8592.150431,9176.546998,2784.404575
4883,924.6024,5.25,13642.88086,12786.23242,12038.98047,10748.10938,5805.404297,2130.524414,1,1,1,13642.88086
4884,355.0658,5.02,13988.13281,7253.448233,3048.989014,1693.199951,1901.19604,2166.740723,1220.743912,1600.343908,1165.331531,13988.13281
4885,545.2723,12.28,6025.464038,7925.298751,1,1,1,1,3795.082825,2969.745194,4299.22265,6025.464038
4886,422.2146,5.74,18424.06962,9615.438775,1,1,1,1,1,1,1,18424.06962
4887,206.0426,1.42,7713.176752,3319.781412,1840.574122,1888.560181,1,1140.846436,1200.90383,1163.753174,1077.167236,7713.176752
4888,468.1755,5.65,20075.82753,11779.35366,2707.976861,1817.055808,1,1,1716.77771,1661.35135,2135.695907,20075.82753
4889,462.2095,7.3,25006.91395,1,2350.35837,1,1939.234379,2439.676739,2500.960634,1372.299649,2112.750405,25006.91395
4890,292.2036,13.92,5119.715831,83953.5324,177023.0614,245815.3098,248657.2516,388443.3242,229659.1491,217205.3485,321199.5908,5119.715831
4891,549.1837,4.88,9837.315619,12248.00346,14512.09457,12032.23972,8553.404392,7286.604296,6051.255168,5861.016406,6296.30159,9837.315619
4892,744.3324,9.77,8638.156671,9093.683663,8741.392399,4898.789868,13292.71929,8518.903465,7405.944377,2610.229473,9829.340816,8638.156671
4893,344.0742,2.22,20631.99609,9938.645361,5826.497142,4649.047952,4002.168146,3589.588559,4480.96582,4648.767578,4230.722444,20631.99609
4894,241.0339,1.74,12541.21004,13340.00322,9167.001224,6100.775941,6869.649665,6849.486627,7124.912252,7612.806667,5922.613808,12541.21004
4895,416.2043,7.14,11911.82862,7524.327237,9713.195528,8226.877518,4651.962265,3874.836967,2061.127179,1440.692242,1567.779661,11911.82862
4896,280.0554,4.91,3387.699411,6848.89154,4911.69014,3776.547278,165473.302,93606.85156,65953.17331,61101.02439,60414.45205,3387.699411
4897,102.0504,8.89,8746.361645,6890.029785,4881.23291,5866.958496,5104.537598,3575.626114,2479.735596,1619.232408,1289.334351,8746.361645
4898,266.1879,13.91,5264.025391,55170.85718,98175.35807,131061.9349,133557.2415,125654.2412,116212.8502,85071.85211,102729.4343,5264.025391
4899,342.0947,5.22,6274.813737,4346.091451,4711.304313,4432.57969,3071.804619,4914.724716,2804.719388,1,2599.688563,6274.813737
4900,342.0946,1.43,10655.06048,11819.75777,6379.847506,5737.750169,4411.922499,3111.54598,2342.274652,2861.295085,1,10655.06048
4901,344.0497,5.72,7378.383301,4739.338379,5172.250977,5305.476074,6180.466911,5400.8017,9341.414161,8865.154608,6853.897505,7378.383301
4902,492.1754,6.28,12223.67129,1,2771.51716,2190.415567,2396.302266,1868.746533,1713.776678,1,1755.067739,12223.67129
4903,244.0944,4.62,9799.999684,6177.016006,3650.116291,2732.761073,2685.405057,2929.785328,2474.833417,2164.48799,3141.61962,9799.999684
4904,829.409,11.92,11715.98498,13443.17645,9113.800818,1,4532.278115,1,4413.413818,3323.643119,2546.158644,11715.98498
4905,526.1682,3.26,11785.77368,4960.217838,2971.721651,3202.244141,2014.7484,2416.462316,1864.669407,1,1400.234752,11785.77368
4906,366.0893,2.1,100336.218,7914.418952,2060.721769,2064.129035,2119.018379,1123.080841,1408.54749,1780.742394,1580.939268,100336.218
4907,222.1102,2.83,8885.831055,3855.276509,4729.312317,4601.161621,5944.727654,7017.05094,6599.245328,6023.924792,4520.139422,8885.831055
4908,880.4804,13.55,24084.12265,19038.04242,12482.18917,1,1,1,5497.481494,1,3373.547696,24084.12265
4909,708.1206,4.55,9882.144153,9184.924585,4780.994719,2897.672305,2729.696987,3086.686473,4472.913054,2576.61078,2587.528272,9882.144153
4910,1734.4873,4.74,25398.91261,8175.62746,6588.947305,5441.392134,4992.525639,3605.59691,5130.554883,3147.58285,4690.05378,25398.91261
4911,334.126,4.22,5904.291476,63319.31765,3364.186443,4296.634641,3600.060154,2890.526796,24293.63042,2115.085975,2526.371728,5904.291476
4912,617.1279,3.24,11001.04331,14083.38994,11906.26031,10118.51873,8773.992574,9317.484825,8178.072109,7761.005486,6702.224577,11001.04331
4913,706.3403,7.64,8486.495761,8586.642345,10419.81401,7177.631684,3752.989363,1,1,1,1,8486.495761
4914,654.268,12.19,21290.36712,17433.37569,9545.240234,6994.475081,6259.004275,6248.300692,6894.372824,5428.895168,4981.91841,21290.36712
4915,209.9436,21.28,7951.194824,8181.845024,11036.17349,10608.55718,13820.53064,16992.77501,14277.63082,17412.93735,19029.49414,7951.194824
4916,609.025,1.03,12442.71254,5393.474002,7737.558105,16248.86328,15645.51121,1292.725336,1239.29895,1085.834473,1101.994019,12442.71254
4917,501.2791,3.8,9301.309163,9877.785098,8973.276845,8407.005106,4591.964064,3102.629883,2797.44458,3032.919865,2007.497036,9301.309163
4918,694.3915,15.93,16547.25786,13412.63641,11089.03263,7965.49561,3865.736883,3142.495383,4143.518138,3952.811274,3951.396015,16547.25786
4919,394.1024,3.31,88303.13605,7178.408203,2089.848516,1403.692383,2085.889267,1656.505859,1,1442.25749,1,88303.13605
4920,606.2304,6.39,15272.65412,13549.01963,7367.442606,3918.861044,3958.587692,4623.157237,2741.452636,2397.32282,1478.955636,15272.65412
4921,398.123,0.91,15491.39498,16359.10621,13932.34153,7001.169317,3370.444678,1500.365234,1,1,1,15491.39498
4922,486.2466,8.66,67587.87446,20917.16612,4329.647296,1,1,1,1,1,1,67587.87446
4923,174.0891,4.8,10190.55371,14909.3812,12987.94531,7791.450359,5163.352195,3170.123258,1531.835768,1456.611143,2252.976992,10190.55371
4924,312.2299,11.84,8598.277543,8834.756845,8077.730399,4531.48546,1,4879.024219,4201.35315,5173.229223,4939.543631,8598.277543
4925,129.0425,4.09,4415.566582,41842.68043,74553.07004,67910.6561,67995.14725,59945.61347,55641.3082,49221.27636,38850.52847,4415.566582
4926,650.1836,5.03,32621.4445,13038.43515,8556.1869,8769.123285,5067.806278,3952.754554,3009.78163,2772.852263,2199.269654,32621.4445
4927,404.2409,10.02,8750.438412,11689.79357,5965.655701,3076.550782,2129.250102,1,2044.148926,1,1,8750.438412
4928,308.1985,9.8,6798.239729,7728.850346,22473.91387,24333.97028,10869.05723,1,1,4152.067235,5141.252083,6798.239729
4929,532.2407,10.76,20019.24251,15270.6005,8815.997252,5223.385181,5576.532782,7148.157715,6543.666529,6404.455471,2956.091215,20019.24251
4930,338.0515,0.94,6366.959961,7839.971773,6965.203325,5369.317228,4614.741776,3585.273586,3526.447613,3481.892174,4019.834229,6366.959961
4931,370.1258,5.6,29405.35197,6184.089072,1,1,1,1,2536.936053,2931.436691,1,29405.35197
4932,870.4947,13.02,17096.0351,1,1,1,1,4060.337067,4029.332977,3766.677806,3042.576781,17096.0351
4933,168.042,5.03,5009.500235,1,1,1,25036.91866,24352.61959,21989.34821,19490.43779,1,5009.500235
4934,254.1001,9.96,4112.878631,52945.69844,67084.4657,47409.86217,31177.58604,15231.49002,1,1,1,4112.878631
4935,224.1045,6.16,1,1,1,40626.57593,26664.30113,9858.98344,1,3080.470929,1,1
4936,503.0064,2.68,10207.00886,9027.524414,6337.971184,5199.647396,6473.682914,5483.339355,5910.438477,5114.249023,3108.015469,10207.00886
4937,191.0614,2.86,8960.540039,8866.475636,9863.587221,6108.289731,5531.842534,5579.589225,3234.71936,1,1,8960.540039
4938,339.0955,2.03,37732.32178,39929.19181,28014.28443,19497.39117,12565.3325,8558.053576,5142.189619,2792.963288,2612.527091,37732.32178
4939,746.2049,5.9,14058.82488,15931.27044,16747.56822,12689.46464,8632.69882,6364.463771,4810.872505,4029.309123,4489.37469,14058.82488
4940,451.1253,7.62,15859.44187,15193.24035,7724.104631,5806.329744,4464.776506,2990.989909,3129.838509,2992.453515,3696.519665,15859.44187
4941,224.0682,5.88,3252.899671,14419.26352,28649.67797,34942.1605,46234.15145,48296.69336,36092.20896,27142.00316,17477.27409,3252.899671
4942,462.9588,5.69,13483.58008,3870.174758,1,1,1,1,1,1,1,13483.58008
4943,817.293,4.01,12158.26174,9755.963689,6732.279366,4275.575294,3584.824159,4082.472743,3508.388755,2476.604799,1931.059307,12158.26174
4944,1032.5856,11.18,1,15582.67354,22215.01781,14318.88014,10325.80868,6963.442472,3484.819399,3812.02805,2382.997564,1
4945,209.0446,3.15,1960.298096,1,9362.028895,5036.666903,18232.56495,14771.0274,12917.87914,9724.498483,7320.560573,1960.298096
4946,1052.5754,8.99,15701.22479,12922.61718,10141.46643,6634.695951,3407.725893,1418.195241,1,1,1,15701.22479
4947,842.4646,12.33,9544.84633,5492.306116,1,1,2599.446444,2489.341137,1859.566263,1528.109548,1,9544.84633
4948,502.2407,6.2,16047.87551,10385.19337,3835.319046,2526.024792,1858.790305,1359.438105,1366.614491,1,1432.396865,16047.87551
4949,578.3289,7.52,7264.037831,13058.43969,8036.539845,3907.694162,1841.12609,1,1,1,1,7264.037831
4950,682.263,12.15,13282.44492,11500.26442,11526.54992,11128.01496,9886.687449,4626.385795,2112.254752,1702.523428,2415.880993,13282.44492
4951,466.1961,7.66,10165.77481,9606.559693,9014.759568,3391.609341,3872.825681,2219.053711,1850.202223,2081.109967,2125.959005,10165.77481
4952,260.02,3.04,10696.39002,11428.29136,34692.45091,71227.1081,82058.26032,68329.79928,53003.51666,37958.56109,28556.81809,10696.39002
