ID,Mass,RT,2-cad4572b1-Sili-1,2-cad4572b1-Sili-2,2-cad4572b1-Sili-3,2-cad4572b1-Sili-4,2-cad4572b1-Sili-6,2-Col-Sili-1,2-Col-Sili-2,2-Col-Sili-3,2-Col-Sili-4,2-Col-Sili-5
1,493.1109,3.09,2213084.329,2171770.42,2878759.509,1656539.31,2711720.625,4583627.69,4525742.834,3783627.095,4542815.929,4084725.12
2,224.0686,5.01,2795729.758,2801316.15,2920471.122,2895962.806,2805252.241,1026302.714,1054282.323,1037058.46,1063346.769,1143435.288
3,448.2597,14.34,3645360.853,5229936.007,5658978.272,4236876.71,4503845.828,2306416.291,1072395.203,2340199.577,2196197.001,2206426.366
4,448.1009,5.32,998370.4147,1023305.627,1313690.643,790792.1213,1055992.736,5645896.982,5887797.782,6256523.339,6081340.691,6147738.847
5,437.0486,1.23,1750314.944,1924106.156,2251654.469,1665015.732,2560721.912,3432613.006,3491249.977,3178657.608,3424594.689,3326565.359
6,495.0872,5.13,54976.62568,58958.13672,173522.4018,94106.1875,387510.4308,3861600.098,3930647.6,3654845.047,3849875.048,3609927.119
7,448.0611,3.04,1457444.71,1754131.319,2047050.159,1043711.632,2294919.526,3370328.546,3435305.489,2723515.314,3441832.863,2983413.803
8,446.2434,13.08,6078454.378,5791470.482,6494330.243,5179558.548,5349441.711,2293575.108,1260903.78,1911456.145,1890742.231,1737585.754
9,422.242,14.58,3312587.898,3410367.106,3500675.013,2341034.177,13251.38226,1,12250.72525,14564.96633,1,13302.91924
10,422.2432,15.09,704431.492,1387426.066,774087.6952,1902824.268,10816.02251,1,1,1,1,1
11,594.1587,4.33,2162705.277,2095312.861,2104143.155,2119584.589,2241195.251,2196224.078,2311859.54,2342744.493,2384155.88,2335336.477
12,610.1534,3.44,1143909.347,1083308.743,1172851.91,1051149.648,1304612.321,1273536.99,1354056.657,1394706.673,1383693.285,1416888.252
13,578.1631,4.75,1360893.545,1332623.305,1331613.654,1312977.095,1408075.346,1917917.641,2015113.31,2061454.523,2088447.451,2050380.977
14,740.2163,3.63,2072239.404,2084421.292,2066885.539,2050723.87,2173707.423,916536.39,981309.8497,960670.3504,1184904.168,1166670.505
15,610.1534,3.94,1885268.869,1839748.304,1892267.147,1854934.304,1966636.096,1670398.965,1792334.969,1794841.068,1771277.171,1786899.554
16,610.1535,3.43,1509998.29,1436619.588,1551278.267,1367288.174,1687519.962,1727353.585,1867414.239,1878725.271,1905888.711,1862462.301
17,449.2638,14.33,766238.9218,1471201.381,179609.6125,559741.1086,899347.2344,489549.8287,319358.6682,506867.3016,480503.8215,1932.108643
18,448.2591,14.47,1,323053.0999,1,4236816.258,4503790.069,2306510.036,1072395.203,2340199.577,2190448.852,2206426.366
19,756.2115,3.37,1744969.217,1932908.21,1726648.911,1772615.354,1688468.174,366457.5721,349202.8918,451471.4845,422455.2303,510930.5391
20,421.0537,2.68,216888.1365,252005.8273,397959.6179,252749.0458,827663.6119,3904300.434,3803375.981,3279197.632,3903273.939,3545625.018
21,724.5094,5.26,1749373.335,1221242.955,1182733.301,1657728.352,1659742,2044212.633,2055655.868,2302282.55,1959623.25,1910847.75
22,837.5932,5.53,1764719.547,1219752.999,1200295.125,1580306.5,1730692.321,2205143.684,2087774.536,2271477.527,2082647.442,1916117.53
23,448.2126,14.32,1680992.458,1635773.511,1982588.019,1017728.689,1028189.344,1,1,1,1,1
24,340.0795,5.01,5416529.921,5390724.818,5630771.888,5556756.797,5578831.823,1237854.641,1261087.326,1206885.904,1367466.398,1408827.165
25,866.2052,3.9,34579.4513,32915.28945,65981.29365,22008.19966,54769.82677,1660973.054,1818795.946,1640439.662,1861729.337,1819817.624
26,493.1111,3.09,2213113.964,2169667.499,2875423.571,1656598.096,2711479.237,4584284.089,4516422.728,3783620.233,4545916.888,4087123.52
27,448.0613,3.03,1453646.039,777141.1606,2048484.804,1038680.676,788069.6585,3353203.364,3433648.839,1239104.449,3441420.602,1603574.583
28,432.2273,12.61,2688126.614,2975288.575,2544276.926,2012352.933,1028702.024,86587.40036,79797.92399,115803.408,77361.8699,86496.15766
29,290.0791,3.78,224638.2343,186801.9659,308703.4565,147543.7955,257580.3448,3571621.54,3651076.591,3626640.339,3717862.219,3728304.111
30,404.0532,5.83,1831589.146,1762272.905,1495693.014,1658511.694,852078.56,147110.6412,467316.833,880276.764,345151.1101,942103.6073
31,437.0486,0.94,625805.1837,679704.8965,696723.6174,523176.4099,700272.6651,1159435.279,1106015.32,936681.701,1231444.103,1005788.655
32,624.1688,4.4,898820.0274,961782.6836,887195.0704,889515.2484,919523.929,622252.6035,674654.2684,648019.2791,682384.3645,677808.8955
33,479.0954,2.39,592234.7101,597100.4116,796850.6982,448225.2032,815475.2614,1671062.041,1670478.196,1175113.768,1718671.701,1344172.715
34,448.2579,14.57,425254.647,331281.648,310329.5597,1,2464090.407,2306458.739,1072395.203,2342059.215,2196076.832,2206555.079
35,608.1736,4.84,977596.381,1051983.187,935566.8918,1005713.05,1019127.812,563785.7957,608564.5045,589856.3258,617315.6898,611654.3718
36,594.1581,3.8,759434.1985,823558.4736,719888.6482,753655.2657,747693.274,402823.4874,405377.5866,419397.127,417016.691,441892.6621
37,154.0032,13.62,56920.45473,66630.76522,51920.69785,43874.05274,24750.83491,4474.872879,2974.805103,3973.58119,4022.474715,4210.186599
38,286.0688,2.83,943365.8293,935546.5283,1040313.694,906727.1014,1009885.459,710945.8329,718919.6213,727365.5,761149.9596,768582.4648
39,714.4808,5.26,784824.291,618378.0682,607707.639,753349.1254,789810.375,862878.9372,899480.6014,933817.5706,883175.8556,885105.1372
40,308.093,3.88,486139.0642,625870.2109,544141.9954,480982.7652,436672.2943,686438.321,713915.9285,704999.508,749281.6032,751195.0568
41,340.1158,6.94,645998.0278,676134.3036,772893.2223,650884.168,772537.4021,619561.0131,612827.4686,556109.46,606318.3526,616348.3328
42,481.0709,4.47,55745.20958,67882.52344,147703.3599,77899.02529,351059.8128,2069062.801,2000173.649,1571794.314,1879364.715,1547812.962
43,286.0477,4.72,1,1,1,1,1,1,1,1,1,1
44,950.6777,5.75,885684.5,650115.375,608579.9375,790080.5854,837968.0235,1073450.011,956822.6019,1020383.278,993758.8899,929365.8125
45,646.1297,3.43,312384.2225,287661.6609,345010.5551,277450.6575,341757.056,726530.16,743628.0461,795618.5638,781910.0472,791625.9286
46,340.2401,15.32,489074.9688,525387.7223,632893.8151,533623.0483,372320.419,868120.5731,924986.2209,831870.9105,594406.2284,573114.1177
47,477.116,6.41,20070.80279,18193.9866,55333.85528,37473.48648,212906.7593,1915811.169,1849912.681,1279063.111,1871075.808,1492353.9
48,330.0949,2.12,1264929.765,1051953.253,1407714.265,1367442.704,1395696.936,69280.21235,70900.10723,72745.50697,73949.43533,73028.64744
49,827.5641,5.53,705384.5253,576910.8125,563736.4375,653651.875,744883.37,830814.1883,829476.5395,854557.9504,836091.0118,808113.2348
50,578.1421,3.48,43507.49003,46596.73485,87783.79537,26853.68813,72396.38202,1018186.843,1059279.172,1048999.198,1122197.993,1095738.294
51,168.0423,2.12,219320.2359,196240.8471,226926.4355,223312.6641,241918.9815,22694.75383,23047.45348,21804.33581,22613.65389,21864.29422
52,611.4248,4.88,647717.8616,442465.2813,514264.7739,767471.875,584192.215,750516.747,835742.291,876707.2898,645419.9249,695738.928
53,192.027,1.25,480070.9625,531402.9395,468111.6406,496191.2784,351628.3259,459922.0057,519537.1335,714507.112,505147.7882,620437.678
54,478.0713,3.75,600093.6752,497289.8189,598022.5882,545582.7193,564443.4354,408553.5459,411675.8464,389608.2219,431529.1624,430802.1814
55,134.0217,1.2,393234.981,306779.3176,360181.1842,291894.9108,302621.6114,712091.7616,726261.9548,702786.6891,732432.3973,738768.43
56,434.2429,13.63,1873673.172,2351304.036,95623.81211,1408508.39,690570.1642,103621.9752,89163.66639,115393.1714,90281.53156,108310.2625
57,630.1347,4.35,507675.5214,531964.5008,504154.8212,517404.7801,532720.1579,354720.5688,395221.8212,408310.3332,401090.5105,402520.4469
58,447.0924,3.08,1,1,95967.51351,1,1,110991.8349,120721.8754,1,123809.9566,119365.2131
59,614.1393,4.73,398581.0304,408432.6125,384450.4286,387621.0517,421493.0603,495686.3446,511622.0417,499244.5266,524509.7262,496134.8041
60,272.2349,15.19,389059.8149,385022.3363,363886.1366,337819.4782,328952.5532,967499.592,1011830.822,899183.8103,931373.9238,904046.5706
61,601.3965,4.88,543909.3125,392171.0849,480380.25,621166.25,506487.0464,510416.0511,547114.6107,605261.4398,485039.1902,510749.6953
62,278.2247,13.05,373365.0219,365461.6122,398521.957,321667.3455,365531.2882,96921.63255,59758.60572,90336.26563,84860.43631,82452.16406
63,392.1597,7.45,624172.7606,575516.0633,859927.0586,599582.0991,500937.6277,9953.99834,7446.226294,60904.78253,13354.88672,23869.69438
64,463.1003,5.47,16576.53357,14394.8134,37176.48181,25682.54075,158343.7852,1293608.33,1202713.387,872647.5302,1256532.375,1005252.699
65,134.0217,1.04,303812.9202,77348.19219,130614.0621,93892.08741,167245.1491,664030.625,678630.9375,679881.4491,692753.5055,678735.7419
66,594.1581,3.8,759482.1719,823741.6788,719969.7218,756727.0475,747696.9378,403096.0736,404370.4845,419623.0609,417698.9364,442872.9161
67,421.054,2.68,218416.8329,253038.452,396689.8052,56031.51996,825975.8745,3941045.771,3858185.553,3321634.058,3969078.129,3591364.175
68,295.142,3.68,26289.13437,25920.58333,55574.50223,22504.8158,76732.85041,327140.7769,327319.8958,346191.7363,348709.5608,354451.9631
69,386.1214,3.66,841191.0942,701655.412,638135.3937,760190.392,739217.6924,275170.9356,279760.5654,279576.6881,280553.1644,270234.1718
70,464.0554,2.08,190565.0073,184375.0703,333351.3228,233790.7593,364408.9984,550483.3065,800649.6002,552983.8788,846949.0038,706542.2191
71,478.2329,10.51,822298.0636,1110873.059,355081.4193,200908.7971,357964.881,13209.77908,23813.42849,80091.01468,41141.74517,45064.14742
72,940.648,5.75,472836.8438,368062.5313,362998.999,438599.3366,476523.6149,543567.375,513310.2188,534422.9158,545011.25,501311.2621
73,578.1414,4.69,22056.95206,21923.39403,32718.95199,19312.78685,28979.01435,1641235.965,1577439.13,1454904.091,1667682.334,1698663.601
74,446.2433,13.38,132854.6616,103582.8662,127895.0551,99551.5909,134914.7135,645398.299,328970.755,526348.3222,521440.6965,488673.8502
75,422.2432,15.22,704431.492,1387426.066,793806.887,925121.2576,1752933.041,118374.9434,63624.45653,229812.6139,137387.3674,127916.1774
76,310.0685,5.05,373789.021,416214.3749,470714.6031,399096.9381,346581.2043,25299.95213,30738.3738,37334.02009,33487.57116,41354.22964
77,316.0578,4.7,2410.563401,2458.180271,2631.914562,2084.076172,1692.609497,1,1,1,1,1
78,353.1109,4.09,1241481.742,1054069.972,1204766.254,1243778.87,1171495.39,130553.9696,139258.325,126808.4969,139615.9632,140042.4621
79,429.1123,3.09,6974.589396,5960.382526,8679.110388,4171.345934,7948.024753,13501.30816,13283.25293,8768.262218,13446.29278,12487.45063
80,355.1628,3.68,21800.30713,17829.52142,47538.81794,17203.51741,54249.09481,266010.0424,275691.8822,289796.7809,289696.6424,296747.1076
81,448.2225,9.9,526322.1017,851841.7088,494607.123,508286.2937,317745.0753,5211.188349,6553.757507,31245.75027,6912.280661,12830.73001
82,438.0821,0.94,278159.2442,347456.5385,302033.2037,180611.5142,139775.9434,291618.1256,297781.8493,265221.0762,299622.9339,310784.834
83,447.0924,3.94,1,1,5096.396524,6802.265537,1,1,1,1,1,1
84,386.1211,3.6,410014.1469,315901.0171,293272.9574,375346.7614,356962.6768,217522.7653,241333.7317,244288.2983,243150.1834,244127.8989
85,116.0111,1.32,259366.4031,287148.7192,379215.1065,224901.9566,297756.3707,584087.2064,611067.7614,584668.8741,629380.9533,613411.0477
86,482.2643,13.54,315245.3457,282358.7099,694168.0972,789853.6762,862106.469,218059.8597,165246.266,190272.5019,207576.5549,210440.7347
87,478.0711,4.5,203120.5482,277698.167,469019.6645,167574.453,449406.4281,405212.8618,383973.8061,268467.6034,421645.6054,342320.2664
88,673.1481,3.45,114979.7302,99248.67756,117543.2513,104681.5043,128052.6503,310272.2579,324473.9873,345006.5389,338812.106,337710.0055
89,484.2796,14.12,679958.2025,658963.1324,658153.1261,586335.349,547275.0069,149967.354,102115.7629,114213.5513,119634.6285,134465.6544
90,294.2194,12.19,426710.1858,547184.7843,470821.6286,425890.6243,362471.6663,19564.68054,22654.41668,93804.59011,30327.46502,46637.70762
91,280.2404,14.37,293720.1032,299819.2083,1,211266.3086,257988.5544,82464.6489,56075.07526,91140.5613,82102.57073,84094.90823
92,285.0399,3.63,1,1,1,1,1,1,1,1,1,1
93,580.1422,4.07,366134.5191,407763.2461,324990.6714,392430.6211,329638.4148,119371.6773,134857.072,138704.0113,144153.0326,143081.3625
94,302.0425,3.43,1,1,1,1,1,1,1,1,1,1
95,276.0289,0.98,102429.9401,132531.2731,150910.2331,97445.00333,123569.532,235570.1073,34200.42544,245276.7155,238669.6621,247659.0663
96,117.9358,21.36,230904.6157,242356.7837,240037.5428,240136.6406,225150.9162,231934.3925,238871.2478,234448.8391,234860.0097,237379.6132
97,122.0368,5.4,524526.1971,527136.6731,583339.1423,559493.9735,512913.1427,56360.76453,51877.23833,48521.41594,52229.8362,53776.3528
98,302.0425,3.87,1,1,1,1,1,1662.479474,1724.767229,1,1,1841.089345
99,342.0919,2.01,429151.4747,414618.2443,409713.4831,452018.718,387941.521,38302.89317,62347.72345,87688.82915,58557.65144,84722.54143
100,794.4804,13.9,503191.4146,580714.7565,323799.9045,251360.1905,428020.5759,76513.0509,571438.0149,481619.1041,341850.4828,348739.5443
101,657.1537,4.35,297025.916,291927.6942,297391.6157,308164.7548,300184.8587,301489.725,315087.1104,321461.8028,303694.3837,35946.19259
102,866.2055,3.9,34279.63083,33150.57919,72590.85696,23004.86631,55410.273,1657958.128,1815945.912,1639858.853,1860908.429,1850051.729
103,722.3724,11.45,630459.6848,528773.0965,673856.2604,602603.0159,654641.2476,348157.8584,284704.956,263042.7188,321886.1871,298575.7483
104,116.011,1.2,48761.71204,138347.9766,110313.1093,127231.2442,131618.3453,228042.3433,131544.7719,158914.7929,232026.51,234060.9158
105,874.4197,10.64,342724.5376,214889.9337,343995.3275,394164.7038,204674.8638,27703.8339,17164.31028,56926.88505,31321.15111,59596.3488
106,286.0477,4.3,1,1,1,1,1,1,1,1,1,1
107,966.5541,13.81,312310.8069,376428.7054,364823.6511,392307.8307,449173.182,65278.79056,136779.9784,192642.7108,125994.5556,199818.9654
108,451.0637,1.27,199358.3887,225567.7903,248189.9285,191048.6797,270717.6844,366249.4905,373752.1643,258173.3397,377343.6199,323835.3122
109,754.4133,12.39,357520.0717,338485.241,424526.8587,282094.0774,511727.7997,154527.8974,300237.1184,317363.7465,214897.6408,333052.3727
110,422.2433,15.32,1,1,1,1465679.975,1754112.087,119140.7959,63741.6671,239681.6891,136738.477,133319.9201
111,316.0582,4.55,2410.563401,2453.821771,2631.914562,2084.076172,1692.609497,1,1,1392.395996,1,1
112,324.1419,2.77,671995.6328,734335.1306,674375.874,684264.3391,721106.4094,200890.9993,212844.9218,216255.941,214404.9384,221747.9063
113,122.0365,5.02,50933.6906,48026.35557,50794.70463,48357.40245,46421.60756,16516.99474,18091.52738,15231.08402,16903.61178,17753.31864
114,358.1261,3.31,704855.2282,659084.0132,925197.1697,685593.9789,867794.8107,8122.402257,8191.026282,11598.08859,10610.82825,10917.22682
115,116.011,1.02,119325.234,133726.7096,101726.5515,76121.56472,150626.313,264652.2084,147022.0182,166104.9606,272659.189,294029.1881
116,464.0949,4.79,50879.08151,55998.07057,65614.19728,52503.85582,61786.67912,563142.6258,561414.5787,540456.1087,559740.606,536397.7966
117,449.2622,14.46,764830.4365,84742.07652,90970.27356,825267.1492,260205.9588,488318.1327,323442.6589,507026.281,479880.8745,466426.2792
118,456.2357,7.06,493836.8142,464665.1807,479717.4333,506798.7013,499826.0283,143284.0783,150899.6679,134305.7921,151156.9287,155969.1095
119,194.0578,5.05,582096.1359,651644.7435,717689.4892,613179.4822,499391.8054,51813.77635,53632.09874,69256.6883,53009.84109,69126.90013
120,168.0422,2.12,219320.2359,196267.5359,226926.4355,223312.6641,241918.9815,22694.75383,23045.30197,21805.07524,22602.78283,21865.01345
121,716.4786,5.26,260254.1717,218675.7778,207542.5469,253273.3302,270070.3054,297038.7278,301516.9154,311425.4346,289477.7753,294605.0136
122,116.0107,5.02,69849.22802,70060.35631,70444.87026,79007.04735,62169.47904,21705.05633,23654.07298,23156.52428,24275.33065,25359.0333
123,414.2252,6.37,199847.977,197447.2816,205154.5645,211184.7977,199573.632,40090.11084,50398.52959,46040.12016,43243.60791,50928.85298
124,224.0682,3.16,190900.7966,190514.1878,176655.1968,192894.8984,164489.012,13384.85512,15098.12465,14139.82898,15327.30592,15539.82653
125,506.1415,4.94,263980.7608,264575.5556,320012.1114,244956.9151,296110.6467,399444.0598,406999.6606,402533.4567,421432.1158,435801.5001
126,690.3461,9.41,325410.1823,405883.7165,353312.3091,421587.6996,376038.2397,16120.39126,22684.25387,89914.13416,20403.23795,46974.78315
127,360.1055,2.39,388765.9892,377360.5469,398462.4398,408646.9272,375085.5303,32560.83834,37395.10091,41353.72913,37122.88958,42636.12435
128,785.165,4.65,351295.7761,521189.7467,327310.2416,330077.1297,246832.2235,4416.24955,8115.20815,12329.47543,8197.442596,9443.650553
129,646.1291,3.43,110060.5649,98110.8177,113961.4449,91546.80222,116332.8032,234065.2794,247179.6771,250076.2974,256212.7488,254013.8474
130,808.4956,15.8,179310.3948,135006.9483,193507.1266,227546.4411,247489.276,419523.9717,568419.5629,427058.351,512868.9926,450076.3232
131,326.1,3.34,184949.1663,202894.8215,169613.4423,177349.817,151238.7923,259775.9683,255767.5959,262360.979,268148.3428,285564.6356
132,403.097,4.17,90752.11841,99796.86988,86452.48496,61591.88878,94727.8231,349789.127,329604.4334,221503.4917,344573.4545,272708.6498
133,446.2065,10.13,251910.6095,590304.9705,325118.0921,303701.9881,192003.7196,5070.692953,5537.102654,29312.35945,6754.513687,9290.406558
134,829.5637,5.53,264637.2181,204154.2188,204145.2807,243442.0981,267990.7741,311708.2465,298214.0364,314184.1481,299597.4212,284648.3298
135,776.4711,14.06,68529.79427,76964.24654,66515.27259,285486.4526,379080.5038,76323.38337,175026.0508,269605.0085,145218.559,270153.8965
136,150.0317,5.01,185220.2328,186647.5394,187390.7705,180616.9414,181866.6295,66573.04135,64332.86561,63039.6834,67959.99065,74027.85201
137,462.2383,10.16,1717730.476,1903947.86,2102249.775,1255987.657,1592691.136,36144.92944,32348.8671,149079.134,64657.69781,78203.90896
138,408.2018,13.87,196888.453,261919.2925,220713.1988,203028.4662,24329.68197,7574.078952,17940.60187,16810.17643,7972.578238,17753.33915
139,294.2192,13.88,1,1,10060.17263,10724.49685,1,11097.4682,4188.195625,9508.787811,2049.491356,3015.708742
140,312.1207,4.84,1,2281.519374,1,1,1,2717.075887,3202.764005,2617.611007,1,1
141,165.0547,5.01,176371.9961,182475.7859,183961.5791,186453.4571,178075.4617,68734.22156,63390.66867,60215.69566,68576.2467,72339.8125
142,192.027,0.96,176365.0945,199532.6048,206784.8656,182637.2631,184948.7792,332909.5516,364595.5468,414706.6835,366860.2154,401731.2228
143,152.0109,2.83,28034.31126,30265.52087,30766.49319,30026.37337,33253.7008,21639.95508,22915.05121,21584.90811,21336.44716,23213.49414
144,448.0999,3.41,1,1,1,1,1,1,1,1,6055.611141,1
145,528.2931,10.18,246031.3221,284039.7537,272960.7561,277116.4644,245400.8959,7997.560901,13636.78001,82138.95201,15458.19075,40112.81405
146,224.1411,7.46,50152.39719,53388.26923,85055.77435,62360.91589,55539.87355,1059.715171,1486.507993,4803.901606,2094.918945,2202.055908
147,478.233,9.01,322315.3902,372689.8869,355867.8098,221261.9384,368644.5203,7955.116362,8580.740533,27607.7648,13237.49482,16259.46704
148,278.2247,18,1,1,1,1,1,1,1,1,1,1
149,802.4858,14.92,210733.3629,265273.2835,242649.7685,305116.8276,584669.2252,77183.84462,152090.5939,275469.4523,143720.0148,322434.8748
150,641.158,4.72,225231.322,224280.296,233549.6303,230792.4179,230218.3589,462573.205,495570.7368,464409.4764,480705.1006,457969.0042
151,657.1536,4.31,302225.324,291927.6942,297372.0824,308146.1506,300184.8587,309474.1185,319610.1683,321461.8028,311107.0666,43451.83679
152,432.101,4.44,4208.628908,5609.908787,4479.312303,4010.565091,6200.180481,2803.008442,2932.556706,2618.106584,2402.04178,2757.263954
153,164.0471,4.74,170710.1167,190350.2186,176849.9173,183216.9043,149694.9709,40912.44097,41013.46935,35260.75422,40826.08246,45555.71155
154,934.2734,4.78,981414.2967,991556.2983,909815.5187,1036533.214,1046459.64,103190.9315,114885.9899,93515.02247,119860.1357,103948.5869
155,292.2036,8.39,2270.440536,2371.40402,1,1,2715.177901,1111.752075,1074.946777,1168.104248,1,1120.667114
156,273.9663,0.81,160688.0156,167007.1719,155393.7969,164354.125,142139.375,184021.7656,206908.1563,181548.0156,196616.2031,197417.3281
157,286.0691,2.83,903805.1098,896455.15,991731.8234,857034.5865,970054.3464,678863.3092,686408.1972,695730.8012,721705.6362,725290.9501
158,774.4549,14.21,136115.7606,166963.6513,152012.7958,160676.9603,578174.21,128500.1689,251981.0893,516459.8953,233495.5265,530541.6134
159,118.0267,1.39,159938.0927,179170.0848,176674.5824,166270.7924,134824.8431,261683.7813,263982.9906,264189.7416,267681.5015,264472.7877
160,408.1629,2.17,185131.3848,192151.0047,189150.6226,153384.0129,189165.5866,3167.230957,3581.590041,2691.417969,2186.951219,2646.781327
161,741.4983,5.26,220944.2332,175181.4657,170455.9719,220953.1994,225548.3455,234367.9628,236497.2695,253066.3952,247238.8783,247956.4678
162,1063.7605,5.93,265663.8443,190414.375,183271.1875,216582.5313,246212.0625,335506.625,301923.9375,304991.8125,317787.7403,290360.6875
163,496.2433,6.49,248946.4318,325159.7563,294285.121,198803.2985,253543.6354,4839.488709,3418.498932,19446.88834,7093.399412,9282.271465
164,418.1473,3.16,238881.8271,249364.9752,247017.4693,252764.7301,231232.6275,158109.1563,170920.1639,161921.7656,171377.3438,177535.0604
165,159.986,0.81,114455.8637,123165.547,122789.3461,109971.0585,111846.152,159593.5109,169418.1075,154176.0024,164838.1259,165880.3072
166,279.074,3.47,307413.9418,319388.458,296985.6448,344145.2087,274455.6664,3084.641666,3394.061234,3532.257493,4162.016056,4265.194674
167,462.2381,10.99,870478.8804,1411367.215,1504232.265,688857.9342,945231.1513,22184.17513,17110.42197,166045.6899,24697.49438,48502.95002
168,138.0317,1.77,167637.5916,168222.9119,175464.4994,170570.7779,156671.9035,52272.8605,56572.13966,54038.97403,52915.32532,54430.95364
169,484.0761,5.32,111598.5534,112924.9794,126069.6699,83251.9425,110600.683,228709.8223,237599.7202,267719.3702,253891.0989,244280.557
170,196.0734,3.31,138883.9094,134599.5143,162001.8647,130864.3285,156132.0053,4137.272201,3757.248535,3542.061768,3438.602295,4506.834473
171,673.148,3.94,181058.0155,171553.256,168198.5559,193372.5712,186714.7654,214868.9833,226601.296,232028.6577,218584.7642,220591.7911
172,292.2036,13.29,1,1,1,1,1,1,1,1,1,1
173,964.5385,13.99,259187.6761,344610.4801,238845.0803,334322.4172,533510.3106,54153.0998,96530.38169,216565.6903,91837.78761,205031.11
174,133.9306,21.25,148341.2743,138965.0131,164799.1063,148770.7937,136960.2813,168164.5714,152935.194,154265.817,179116.0298,175136.0587
175,804.5011,14.75,212167.0249,215141.4382,254779.3484,341688.6112,313515.0079,87554.47944,153234.8465,197434.6445,143604.7874,208819.0425
176,792.5015,17.98,169873.3419,147798.9444,184112.7322,224434.1736,223266.7879,758096.6451,791581.9784,686812.6024,767805.2838,700532.3053
177,112.016,1.24,130289.0086,154311.6308,130741.7784,141851.0416,107108.714,131083.5226,147248.5786,191169.5015,143209.5009,172909.8295
178,206.0576,3.66,95526.3724,79154.20166,68389.76853,85949.36304,81073.20033,32088.79403,33660.15154,31317.71448,31329.10331,30024.92338
179,620.2629,15.73,212857.8511,242854.1106,248642.4296,201429.1724,191064.8085,246838.4833,197365.0352,137859.3735,193492.2096,190645.5733
180,460.2227,10.39,1016870.788,1328524.846,1550201.372,817965.4373,1233097.194,28221.24383,25448.44122,185419.1849,45270.07422,73311.63866
181,431.0976,3.63,1,1,1,1,1,1,1317.227834,1101.147929,1,1392.285324
182,984.5631,13.67,445171.8688,566187.3906,288845.5641,232943.5331,299229.9635,39319.21833,323381.7866,323215.9859,203082.9682,225758.4859
183,578.142,3.36,9024.358315,50634.21026,26780.98382,9205.511101,11739.86642,764947.4989,768452.3034,787995.4249,763907.1279,846521.5528
184,180.115,6.94,148252.6718,155468.7841,169866.8533,150850.6581,167451.0545,136419.5734,138207.5639,127806.4606,144372.2496,146435.9332
185,146.0693,0.88,160653.2203,157757.148,141892.7995,175247.1594,131433.5775,145451.3418,146005.5548,153546.7954,146411.7806,152111.6414
186,386.121,3.16,1196051.03,1187943.797,1036424.745,1257034.061,938267.9874,53373.60194,47850.82111,43783.92423,52360.40982,51808.83446
187,423.0323,1.22,110706.118,104341.1159,130778.5904,94691.32023,155737.5361,176897.6137,190897.066,150514.7928,200190.5106,174097.8268
188,914.4869,12.32,285198.3492,308209.5188,202577.9986,143577.5162,217409.1699,33929.93556,170321.6014,201658.3984,114116.6049,145051.9802
189,292.2031,14.98,1,1684.126465,1,1,1,1904.234619,2064.761007,1311.704418,1937.052979,1
190,210.0739,1,41389.61733,48489.05832,141020.9729,149665.4405,156964.1176,27138.35914,18051.62436,32794.17111,22722.26569,20126.44816
191,122.0037,4.75,140747.1324,140935.8656,165164.3134,146929.4668,158841.7441,1,1032.17167,1,1601.895977,1
192,204.0896,2.86,248014.8673,269493.0296,230541.1369,301500.9968,213589.1081,134415.4919,130329.8181,146912.0679,136577.9312,153481.9666
193,754.4136,12.31,309981.5232,276797.6429,364283.5303,433089.9388,353279.5176,45682.36379,116567.4522,169326.585,72923.4152,193085.3345
194,446.243,13.47,601917.3936,505285.968,457059.1056,323780.0133,499204.6447,124052.9297,104408.2208,111382.389,115811.7537,124781.7221
195,464.2538,10.75,729596.8084,903588.8791,964449.0096,651662.171,735353.6851,19044.63841,17277.12729,103372.0034,27005.57881,40163.0273
196,328.2249,7.93,202841.868,293813.0583,215677.0749,217036.5436,175893.1997,38683.59147,43446.73704,59103.19389,37513.60437,47384.95604
197,216.0539,4.44,4712.307022,5294.229949,3912.969718,3916.933212,6712.693219,2531.0706,5213.88247,2454.515507,2219.14309,2646.032637
198,628.4152,4.88,205097.9375,160309.4375,194933.25,234929.2969,185117.5781,188945.2476,197159.6094,208631.3951,176410.27,190788.8948
199,778.4858,13.86,260290.8564,212408.2486,245420.5713,295162.7404,325791.1219,86989.88858,197702.4992,185418.4284,147583.9525,201794.2883
200,506.2636,12.44,88891.37983,82461.21894,74760.64738,140339.5326,159225.9939,272155.8414,227280.4343,188227.3876,256954.5672,223701.5929
201,432.1991,4.58,259837.3158,241037.2505,244396.3858,238691.9305,252461.3411,137654.5652,137708.8682,142017.6276,130298.4549,146920.4879
202,292.2036,15.93,1,1,1,1,1,1,1,1,1,1
203,224.1046,6.94,140694.5081,144286.5855,159942.6504,137849.4502,161020.9069,141729.6297,137677.2681,126622.3824,131637.8595,135317.7057
204,198.0529,2.39,86638.07512,79679.92898,84937.03697,89212.10563,80934.79182,8526.809513,9247.635958,10000.83059,9085.992478,10665.815
205,692.3614,9.21,291469.8696,283901.3474,271994.9885,277978.3522,249419.8265,15451.49519,27662.73661,71194.32971,23019.96256,45165.29622
206,278.2246,19.41,1,1,1,1,1,1,1,1,1,1
