ID,Mass,RT,2-cad4572b1-Sili-1,2-cad4572b1-Sili-2,2-cad4572b1-Sili-3,2-cad4572b1-Sili-4,2-cad4572b1-Sili-6,2-Col-Sili-1,2-Col-Sili-2,2-Col-Sili-3,2-Col-Sili-4,2-Col-Sili-5
1392,882.4957,13.32,33870.2572,20794.79174,28137.58416,36932.23165,31158.58169,9083.736673,16909.74703,11455.64969,12515.25338,9838.192972
1393,290.0787,4.69,1960.94873,1,1972.464443,1,1,10834.21651,9134.755224,10616.28121,9567.260571,8733.980365
1394,560.3191,12.66,97856.84259,129244.7161,107201.1869,87897.56292,79287.66026,33738.43739,26866.16264,35162.69059,30346.91015,33556.77976
1395,416.1526,9.49,6225.489527,4256.70166,1628.695322,2625.654341,3219.637886,1,1,1044.163857,1,1
1396,742.4132,9.48,49244.38603,41503.2232,53388.70881,60009.62586,50378.17728,8451.026056,16419.9112,14344.85727,12461.18884,15893.87667
1397,546.2669,8.95,31882.81007,34705.9035,36194.92029,39688.02971,32940.13717,2191.00185,3560.462149,13465.29171,2705.138775,6954.516981
1398,704.3362,11.61,41710.69613,29882.89262,42120.3209,50628.48852,42833.30969,5160.156681,10083.66296,10698.25452,5610.752609,15826.45952
1399,1004.5484,13.62,67560.97067,70370.08626,65566.94538,67648.23536,61078.15232,17555.79772,33927.51464,28535.3311,30947.93027,30354.40711
1400,982.5489,12.97,21965.81034,31281.93162,21789.9026,35086.2325,104599.9732,18292.67763,18419.53458,38105.88746,12607.45583,38841.27156
1401,824.4906,15.4,24232.7328,18985.75488,18867.38595,1,1,47162.758,76983.52571,1,61440.14563,47605.97139
1402,812.4183,11.93,37487.97505,34027.87816,17332.08571,36677.05232,38961.99272,4901.781593,4639.603864,9379.949411,3543.269856,8227.305212
1403,858.4881,14.58,44045.8888,60945.73159,25584.5943,32044.38122,19809.90561,6484.5455,31672.83101,30143.2918,22861.95025,23840.59879
1404,1014.575,12.07,24095.85014,48994.34285,44231.08607,53428.57471,86207.11589,11625.56929,30049.41524,23787.49477,28672.96512,22120.63165
1405,1014.5748,13.62,83788.91398,88894.43262,77572.44603,75539.0766,76714.22148,14306.77318,37818.29123,34801.67624,25282.79539,36010.12298
1406,930.4813,11.54,55597.26283,31473.87137,39678.42779,37988.74876,41914.44718,19469.47741,38714.62191,34665.57762,28629.33308,37633.15303
1407,866.5022,14.74,53182.85574,66653.47196,35486.93159,38280.01024,45410.58036,12544.07202,52802.80213,58463.30099,32891.85994,38345.14002
1408,434.2147,3.83,35971.78656,32480.34874,32509.57734,32596.09055,33262.23132,79920.98435,85663.87146,94959.2613,84706.97126,88665.44288
1409,866.4666,15.16,55946.24619,57207.32177,23233.06098,28378.77642,37335.99437,1,1,1,1,5183.159155
1410,314.1001,5.92,23920.47824,25993.92254,32345.47118,24572.59487,23943.36227,24421.63477,26690.40375,26044.30813,23923.07422,24241.744
1411,986.579,13.16,50128.94414,13519.65228,36069.746,32624.09688,19863.36473,42045.72503,71624.78138,11967.94473,59670.56854,45545.57703
1412,206.0577,6.72,7207.965332,7287.103516,7513.89906,7133.543457,9317.466797,1,1,1,1,1
1413,478.2328,8.48,108076.0362,117093.2458,145732.0547,67425.07756,114138.3107,3000.094917,2536.915709,7880.579473,4377.73574,4720.161635
1414,627.1107,5.87,1566.540039,1,2188.88263,1,3354.753263,39138.2929,54511.98021,45261.58065,45010.79839,47028.96847
1415,562.1315,6.45,38385.03332,60437.92187,37614.59124,56834.25183,27439.15153,1355.295846,1582.162807,1074.047314,1412.260132,1794.464605
1416,345.1342,3.69,8393.366463,10258.33419,12943.63785,9494.903616,15136.44319,41373.42741,38415.42626,42447.87728,41176.1283,41804.44454
1417,968.5591,14.79,35231.97172,39361.2772,28182.69063,56108.18892,36532.27486,29053.60144,47739.25315,45985.24068,45546.19531,34297.7943
1418,416.2043,6.25,153559.5723,128524.1039,148825.8615,154911.937,151731.0432,8657.298574,1,7494.024347,8045.641378,7954.847774
1419,752.397,12.63,85118.07235,69135.20891,84410.95884,88953.75274,92696.3684,25983.66802,46983.18698,81675.10819,41419.37188,101324.3099
1420,622.2832,6.73,56412.17127,33914.20491,49630.80528,45798.71653,36983.07632,3229.745236,3748.641252,13751.85616,4286.964405,8521.653074
1421,384.105,4.09,17919.80162,22732.65587,24275.69337,19568.14778,16569.88235,51152.28399,57218.19774,53000.6902,55380.49622,57706.05663
1422,702.3378,11.67,50941.70978,41820.83482,66807.65911,63260.18728,73365.33886,13753.52618,19874.83138,34919.47747,14157.62011,39659.57144
1423,266.188,16.01,1,1,1,1,1,1,1,1,1,1
1424,418.0689,6.21,52352.99609,50947.4375,45968.22266,51827.50391,27755.76172,4722.25,13294.46973,28848.50391,10187.88086,30109.04297
1425,394.1835,5.56,32139.48434,33625.41757,33437.19108,34656.21352,33308.40883,23051.9823,25896.90169,27070.47373,24389.9707,23032.6074
1426,866.5022,14.15,81973.30298,75546.32901,72021.88539,69803.64852,117949.2434,28561.81605,39301.61895,33025.1467,36619.8859,40357.96898
1427,144.0058,1.28,18890.12587,20055.98302,23333.73415,22958.61616,20446.71383,29140.81208,32597.96396,31422.54466,29900.75744,30577.99886
1428,772.4156,13.13,74961.51029,62561.41646,83341.10108,78403.91596,29866.60214,10129.16134,18754.99745,21806.80536,11743.80299,20558.53771
1429,752.3974,11.95,51739.31944,42270.96324,43152.6492,35851.15804,20741.67466,1,4135.936224,21163.16327,1,18901.17732
1430,396.2272,12.84,1,1,1,1,1,1,1,1,1,1
1431,224.0684,4.88,65395.03489,49635.65175,68376.61256,57248.48562,46270.52455,5950.910841,7405.491272,32326.78946,7364.958788,16164.5541
1432,116.0108,4.77,14811.28474,15819.09677,16152.84945,13839.28632,12105.1561,7107.820087,11226.59812,12730.53533,8304.91325,15334.62
1433,612.241,5.28,62898.64907,76614.00518,79746.74769,67088.68311,76924.12991,2223.02106,1765.207022,1715.001757,2212.752711,1823.013855
1434,654.3527,13.33,58493.18649,64934.14378,71566.06505,138839.6659,62026.6129,3770.275689,5420.708842,13595.78071,5511.869061,14587.3537
1435,756.4202,15.46,44592.45242,43856.21653,45674.81992,32604.80834,43591.62677,24951.31893,44972.10405,29664.8339,34951.26432,33867.88803
1436,336.061,1.77,121460.2553,119697.9584,120382.8671,116532.6678,102893.5146,35578.39021,38365.05469,35627.97403,36250.69501,37323.75133
1437,810.4748,13.23,86536.92291,114433.5532,95202.49237,59125.06572,49425.91119,35283.13998,75183.87071,104325.9093,88285.52439,91278.28837
1438,532.2885,8.99,49071.70018,29647.61665,46140.34328,42806.55025,41119.15151,1686.404663,4515.657204,21735.52726,4286.215418,12572.17966
1439,440.0416,1.24,17068.08946,14344.80639,19185.15149,17523.84836,27658.89468,30306.46992,41257.75533,27078.27065,32390.02196,29694.61229
1440,240.136,12.44,1,1,1,1,1,1,1,1,1,1
1441,110.0366,3.78,1815.86815,2556.038545,2670.298785,1,2789.870695,22762.53897,23761.493,21521.53896,22850.57976,24445.85147
1442,123.0321,2.03,87103.5841,96217.48804,112710.5717,96406.65384,107346.0414,21786.26248,23220.1003,23270.14258,20587.44343,20673.67969
1443,838.5054,12.89,29872.2152,1,34620.69073,41845.86652,32529.08066,11718.68722,1,1,1,1
1444,414.2612,12.15,16765.04309,54009.43267,43510.34477,25796.15628,22573.2834,1,1,4875.593503,1292.948975,1542.900112
1445,216.1013,4.36,21071.23823,24399.78067,22766.94116,21273.66987,21860.97297,15963.91243,14383.17296,15637.84429,14158.75695,13048.54318
1446,984.5582,13.85,38338.66572,60232.5694,26711.71844,26318.62218,44932.35968,8717.31123,29933.20481,43774.03089,22263.01111,26732.92851
1447,790.3591,11.45,39781.69766,39437.17125,45411.95843,42541.16617,48429.7371,37318.7126,31199.90478,28450.13355,34904.83346,28017.82198
1448,1080.7509,5.93,38739.17969,27953.58203,29823.37891,34683.55078,41534.81641,45679.89641,42260.19531,38587.92969,40094.34375,36589.88281
1449,152.0473,3.78,5699.105139,4994.448678,7353.64965,5195.656359,2572.533901,23589.49462,23453.48495,20912.58373,23439.73225,25529.98201
1450,842.4936,15.87,31374.86277,25133.88286,25982.02173,29709.58785,31773.23308,36959.77563,45853.99471,27070.77079,39464.43437,31169.63967
1451,478.233,9.02,315523.6323,362701.6748,354092.7247,253402.8398,359295.5892,3274.484874,7838.195749,11350.4431,4095.834113,16891.26563
1452,434.2144,4.27,44346.64271,46963.08866,50569.91028,43992.33846,54671.52025,39154.17668,39590.52511,41275.88446,43224.05452,45752.81092
1453,484.2434,6.82,47220.05053,73758.23571,1,41787.11731,1,7067.757491,1,1,1,5476.28099
1454,521.2752,12.23,65449.02649,64331.42664,63716.67437,63265.75753,45381.55651,30851.25473,27421.79993,29031.34126,29351.74835,27560.56696
1455,814.4467,14.06,98161.57873,88025.34143,103097.8496,41612.75115,43835.71156,30168.64815,71411.12348,29330.39096,23946.25643,30581.14188
1456,1032.5851,12.02,58101.95265,49959.53767,45781.89022,35276.64544,81142.86981,7969.376737,30050.86611,31821.65152,20125.85458,26574.00013
1457,518.2356,5.25,96766.64252,94702.05686,98495.90604,86861.17707,82990.50057,28455.97221,29584.28063,25628.24742,28890.48059,29485.16734
1458,714.5383,5.26,253496.1348,206438.322,197283.0625,242507.1469,247415.2231,288098.6381,293261.3196,328919.9063,296843.5073,293724.5643
1459,288.1723,10.69,35751.08203,65414.24633,48031.57422,26565.28873,37196.89063,1,1,6464.790527,1313.117798,1773.093994
1460,1077.3072,3.73,4782.429841,4409.566092,3196.522124,7295.573564,3365.336061,39519.90182,39250.1732,35966.28531,41977.40653,42105.52379
1461,846.452,13.01,23496.77868,31321.94648,21252.3439,18011.7645,18993.51733,12409.71411,41256.20829,34126.91161,16650.10253,31101.05902
1462,460.2303,7.64,29224.07179,20300.64152,26800.81103,18154.20241,15586.7023,2933.723663,3013.51468,3721.215688,2190.785789,2614.692402
1463,164.0505,1.83,32738.15081,40086.00358,23900.85162,31423.56328,19167.77193,22290.38085,24473.41601,22967.6445,25047.93555,23865.91736
1464,326.1913,14.66,28475.71481,31183.68368,32308.37868,26386.75939,10745.32213,29696.18489,9974.530438,14849.14813,23723.05938,14143.12012
1465,447.0921,3.8,1,1,1,1,1,1,1,1,1,1
1466,294.2191,13.07,86050.82814,34399.19848,148027.0177,91862.09031,18985.14659,6075.455607,5931.590688,9109.059093,8820.613661,12417.01942
1467,113.9928,18.05,13252.0538,7605.556532,7914.8458,10327.97584,12028.08983,17851.57284,15653.86263,10235.2504,10552.67002,10255.21198
1468,728.3885,14.56,24410.76125,31404.52788,27412.39947,25743.62386,27344.09138,54122.66569,67281.71246,60408.12843,71141.1304,62848.50614
1469,728.3889,14.49,49019.59549,31244.83178,47487.24434,54180.4791,39558.01546,24890.40099,67687.01974,26350.82242,41815.41367,41465.22101
1470,133.9307,21.12,15672.09634,13260.49126,11088.03113,144677.5717,18466.30524,25550.69079,16696.41635,15694.65509,13383.69516,17631.14216
1471,346.0897,1.76,56194.74363,58385.75422,55161.15618,53318.49139,50229.16962,18827.01632,24454.90243,22095.29936,20667.9002,20896.64063
1472,620.2667,4.81,27507.73007,27439.48323,27226.60759,27885.33465,37559.7632,3449.018985,3253.577417,3361.76614,5264.36218,6179.603055
1473,806.4215,10.42,110447.7183,86221.58856,102064.1125,109233.956,90891.68892,8400.600588,15233.17589,18072.1568,14130.43866,14908.91528
1474,840.487,12.92,35426.91955,36494.31359,33829.93427,42791.79089,73967.82297,15583.92954,37789.88282,22508.00296,30720.66711,35824.20271
1475,418.2199,7.18,48135.39255,38071.15889,40612.58258,39897.2493,45440.75567,9141.690614,10107.84102,8130.555405,10472.46024,8135.186021
1476,820.4595,14.2,29173.58976,38661.38649,34445.85185,34742.35072,108054.3614,19311.77203,44624.25246,80701.16085,39401.86075,88363.5034
1477,932.4527,12.34,41809.04785,33455.73581,41495.89829,51361.70209,35107.66808,10408.58478,15858.67929,14441.11893,6953.224683,20827.98968
1478,516.2455,14.52,18062.02301,12236.23414,14188.76779,59704.52934,52058.616,72962.94968,27279.47143,76062.91876,55523.82012,68828.7412
1479,545.1027,6.4,1519.712784,1,1931.998252,2368.223296,5129.919922,34079.24786,36537.76172,29949.80859,35054.06706,32847.56422
1480,206.0577,3.78,94660.81168,79198.1737,67002.8703,84741.77475,82992.87867,22045.40632,22391.77065,22228.71422,22413.67317,23497.39111
1481,373.0496,1.23,12696.95371,10709.00563,15050.49958,10948.31907,15250.82013,25388.83156,24664.27136,19852.58611,26525.67644,21515.73262
1482,840.4852,13.08,36753.81209,38204.5463,25268.73787,27149.91751,73980.76327,26173.52323,22991.33689,22708.41364,32000.91148,34083.61505
1483,528.0169,3.04,15605.03125,20263.73438,26432.61973,11240.07422,24891.69637,66405.89844,61927.39209,41322.89063,77497.21184,49817.25629
1484,940.5018,12.39,127090.9994,103811.1383,156731.2602,163948.6885,155333.7259,25209.76405,37335.57922,76809.51315,37560.89544,80326.25392
1485,538.0949,5.32,32674.85059,31798.12891,40461.64737,29964.01964,35118.67726,73482.45281,72639.83446,76138.52078,79074.73087,81183.88914
1486,288.0629,4.7,1,10539.87095,6681.416836,6386.810471,7226.147461,34297.04192,41850.82341,37061.32407,39479.93243,38915.07301
1487,464.2534,10.96,94978.76741,97072.48088,129005.5145,63758.41742,90405.88531,7057.411686,4859.11224,22780.87352,9157.722123,13793.04566
1488,777.5593,19,29348.78298,33275.77344,31549.87109,36589.01534,43869.33132,70764.3152,96723.08971,74247.75894,75682.64512,74912.54655
1489,196.1099,10.73,1,1,1,1,1,1,1,1,1,1
1490,298.1597,12.52,12292.51805,18773.67,15482.00582,9169.055123,17531.50315,31517.61073,22267.31728,16329.98465,27255.36229,26192.00549
1491,850.47,11.97,46466.95922,101889.8176,65400.06935,19205.08255,54933.78163,3425.418357,1,10538.81218,1,1
1492,173.1051,4.05,100028.1563,95706.73083,69632.30809,90351.85675,64223.02511,13356.69763,13517.2529,14033.07819,13134.02508,13706.46073
1493,372.251,5.92,3505.154639,3308.463725,3458.818033,2543.467337,3837.774658,26947.35857,26046.04561,25214.53408,30222.50079,24063.60532
1494,736.438,13.12,64503.93999,44588.495,65314.62371,77260.38882,40876.35632,5521.53094,14601.31834,17102.74144,13819.7689,27104.45417
1495,854.4576,13.33,54592.58141,96496.30071,76486.28107,50182.07065,80839.37911,11512.86563,37672.89877,23557.46465,37098.40467,36182.57289
1496,101.0476,1.38,24145.86671,25468.47461,21177.69922,22859.42188,20616.00391,21409.47803,23661.42578,22183.90625,25103.35352,26320.5918
1497,776.4716,14.06,68459.62018,75895.56215,66258.8245,284115.1646,377890.1861,76545.02889,175323.2804,271418.7442,154177.4538,270640.9824
1498,222.074,2.48,38571.3422,35637.61299,35619.95078,34323.68804,32363.55545,7483.835762,7519.609863,7308.323317,7727.150139,9586.882813
1499,826.4982,16.5,21441.0064,20565.03623,28908.36871,28488.73211,34031.06372,35076.48756,51197.40254,35655.45498,45026.4224,39335.7101
1500,422.1706,3.88,68699.09747,53449.69415,63556.04349,62786.95575,62384.89632,20067.11046,19311.66255,21412.131,18789.79953,20246.09868
1501,672.3345,13.99,1,1653.397705,1,1,2421.540861,1,1,1,1,1
1502,166.0299,2.94,37983.41423,35327.06172,34666.95009,45979.74548,33674.21531,12010.15233,20221.98287,16469.87888,17689.04347,29067.15499
1503,536.1522,4.81,28464.03317,32592.92406,37094.81232,29035.02503,34190.84132,43755.68265,42423.90975,48239.70595,44006.58819,50171.68021
1504,790.4505,13.81,40752.06632,29498.51535,43255.26897,38659.54623,51694.7746,21162.7487,28762.20873,28346.15693,24340.7002,33988.69021
1505,778.4495,13.36,49482.66452,57305.55914,36583.60105,30327.5636,50039.4793,4019.932692,5302.871588,14875.4061,5794.346087,9125.088278
1506,518.272,7.01,33099.7919,37561.78392,30526.38262,40190.87419,33089.17976,1,1,8625.762384,2349.433482,4920.075455
1507,878.3195,4.8,35522.65849,37242.5763,38287.7757,33944.74371,38062.00907,10077.72721,11023.64713,7829.588748,9188.317297,8915.691457
1508,700.3875,13.02,19981.97108,24296.22235,21879.43023,19220.65622,14769.54648,35572.78985,29561.03002,30475.35534,31314.10305,48084.95102
1509,1095.3777,3.67,7357.811968,7637.366521,11169.22993,8294.542897,15748.59936,54655.85282,61918.98469,60179.57376,58962.85156,67163.30036
1510,806.5162,15.88,11382.9635,14139.27835,15643.11685,18049.19585,17884.88414,21968.88715,34008.75064,22953.70726,31975.92301,25516.9159
1511,117.0578,2.86,21020.25,22405.44522,20422.65234,25061.48587,18573.64063,9597.558594,10722.86621,13238.4541,10945.12598,12959.8291
1512,973.4772,3.68,1,1,1,1,1,95081.96875,102010.2891,118061.4453,113765.6172,113189.4531
1513,728.3383,9.21,128547.5262,125723.9474,121336.7694,126467.3039,112013.5701,7085.328724,14189.83135,31295.68248,16023.11753,19353.66756
1514,340.1569,6.94,23504.72579,23634.69894,27991.37139,23648.03083,27898.57409,22697.65499,22398.41181,21424.01009,22607.70981,23032.40811
1515,836.4905,13.77,139189.3726,213045.6584,108022.8773,88024.5085,135113.576,22349.20501,118867.5328,104420.1932,73121.57727,83182.29638
1516,578.1627,5.08,41207.70154,41351.3893,40919.85604,41022.31744,34502.20275,1,20536.27272,30193.29241,15170.08986,21667.07594
1517,124.0523,3.78,1438.669357,1555.373592,2544.040849,1416.42639,2165.091347,23215.70508,22375.74414,18480.67969,21459.89648,22455.39063
1518,734.2627,5.01,57721.35655,55094.63674,56243.08227,53664.40484,60497.46333,27637.71034,32884.23065,32007.45575,29334.94229,29607.2744
1519,430.2567,10.15,22020.98558,30456.01432,32004.9028,27461.75819,23095.47326,1279.151489,1,5159.710344,1668.793857,1862.692941
1520,998.2894,3.5,26533.48386,28766.90105,22966.45773,29551.33909,27092.35676,35502.76411,32295.88117,22324.67553,38398.14082,30936.78627
1521,161.9836,0.81,17033.35527,16524.56658,17858.85938,16570.55859,17213.04492,23638.56836,22677.53711,21986.63086,25284.41016,26969.23242
1522,508.1573,4.16,4099.137459,3484.724018,3841.147503,1,5796.402179,6869.195141,2985.472064,3418.979235,3164.489816,5694.755007
1523,822.4739,15.73,1,1,1,1,1,1,67609.61766,61884.24967,1,1
1524,1036.5362,13.71,43700.16399,75979.47368,30478.96734,22145.46456,44265.03889,5434.155518,39541.31752,50718.76955,19517.54439,19576.54819
1525,816.2102,5.58,12888.81458,14264.08133,16947.44151,14407.66101,14568.78434,35746.73459,42424.18181,38334.28411,35214.73905,42693.06539
1526,768.4286,12.44,75856.98949,113116.5283,81998.36263,75990.09376,69419.34877,19940.60877,79088.51834,34963.04664,43582.00203,18429.46772
1527,254.0999,14.57,1,1782.680473,1,1,1,1,1,1,1,1
1528,310.2141,12.24,27752.57554,44590.02184,33181.58897,24348.5796,26357.66578,30918.5602,26786.55399,3658.482511,27197.79757,26730.0435
1529,250.1932,14.5,1,1,1,1,1,1,1,1,1,1
1530,180.0795,5.02,21338.38759,19818.01744,19788.54238,19563.47894,18385.59406,8632.807105,10088.69652,8274.576238,9017.300126,9045.02736
1531,109.0289,2.13,20874.59844,18914.23146,22445.98521,21360.11179,22551.04832,3359.757813,2139.240819,2023.146155,2287.953747,2643.285889
1532,804.5012,14.68,15919.30012,41138.06921,74403.62699,76297.78715,31519.61454,87449.34178,153208.3591,20250.29955,143650.9425,20536.04987
1533,462.1154,4.41,2148.251391,1894.983954,1,2887.325684,2113.742472,1634.703004,1,1,1300.29898,1
1534,447.0528,4.5,21862.62313,29449.60802,46382.42222,17614.77743,46535.66717,39105.11902,38159.73257,29406.52483,40128.33383,38349.3782
1535,449.1168,3.6,51490.37641,45349.12868,38761.14932,54524.87455,55281.36181,24018.90384,25601.02438,20294.84265,28381.91122,25977.90698
1536,748.4752,19.42,22213.81112,24921.78022,27178.61219,28770.39634,28777.88624,45642.58522,48603.97122,45970.78906,44370.37344,41079.48169
1537,240.1358,13.28,1,1,1,1,1,1,1,1,1,1
1538,1000.5596,12.02,44118.63732,38284.2845,35593.04481,43590.86846,45975.63453,9175.500999,19379.52089,17077.66809,16471.62179,16203.27717
1539,176.0471,3.64,7579.308594,8392.912109,8087.892443,7543.427625,7722.116506,2623.406494,1206.100694,2109.321266,2186.88623,1939.817526
1540,109.0289,2.13,20887.05251,18914.23146,22148.75018,21355.53647,22548.20536,3359.757813,2139.240819,2023.146155,2287.953747,2643.285889
1541,778.3899,9.46,66152.80304,50485.88493,62198.65877,90802.2329,50931.40981,6356.649574,9574.598517,9190.183896,6715.035395,9120.199611
1542,787.228,3.7,12780.24293,9524.456754,17858.81986,8262.898299,19938.83015,31237.27596,30351.31634,37796.36944,34612.15714,37740.99958
1543,284.032,4.3,1,1,1,1,1,1,1,1,1,1
1544,722.0811,3.47,78305.33298,134746.8072,78523.21135,73215.25438,61573.77149,5787.232113,7385.33762,9324.773109,7492.306232,8780.762162
1545,464.2536,11.84,105257.2561,119877.7773,139599.7832,83308.93453,85141.31149,8967.992646,7294.896642,21279.03583,9176.390519,14312.88501
1546,387.9462,0.78,39018.23438,43310.79297,29822.41797,31709.05078,24246.33398,63706.125,69720.25,56047.35156,71253.54688,68825.82813
1547,432.1994,3.99,27829.38141,30652.75765,31650.02571,23394.04425,32683.32251,21233.37729,22210.41263,21219.73665,22248.97481,20315.78228
1548,928.4657,11.07,56443.93538,40833.89828,31119.95641,51321.63817,56650.72161,3970.833852,4126.098416,15832.89344,4804.010949,11086.0033
1549,294.1831,10.4,35282.32266,31359.01298,38326.36017,33627.23711,24928.37866,21686.85248,21845.9279,21462.89835,18321.61542,19985.78702
1550,210.0739,1.08,18344.89811,28686.04078,87765.02663,92762.83001,92613.59786,21402.67737,18051.62436,20066.54121,18507.90711,19792.26982
1551,771.4014,12.39,14526.18569,19541.18768,19175.19366,20369.52548,1,6297.876458,13464.38453,11924.2663,11667.45256,10223.72331
1552,748.4024,12.79,27474.73,13012.29395,16068.27376,27487.50246,18090.16667,1,7889.922217,10730.42703,7377.276763,11818.282
1553,342.2406,9.55,30170.82413,36715.33632,46200.93389,52154.32428,41892.48925,1073.672104,2279.938885,6514.970159,1640.141327,3177.91745
1554,746.2777,6.1,7058.587804,6274.65079,6283.418091,5803.411577,7681.773785,27380.80849,33530.76058,28921.80429,32977.94111,35362.34312
1555,542.1986,6.89,54033.96948,55098.82049,57275.09759,49746.72471,54247.44052,5856.686633,6871.717524,7284.75792,8030.473727,6535.135371
1556,264.1724,13.11,1442.008545,1716.890313,1,1,1,1,2443.627441,1,1,1
1557,250.1931,15.8,1,1,1,1,1,1,1,1,1,1
1558,512.2748,8.43,35721.98495,45643.9651,44594.08986,35090.4436,58418.63255,2352.028198,2135.752995,9389.281608,2458.758222,3371.532067
1559,224.1411,13.19,1634.802856,1,1,1,1,1,1,1,1,1
1560,790.45,13.62,29435.03044,30290.36952,34906.22323,38916.86078,31865.6708,23029.83778,27764.0276,28390.50748,23503.3302,28865.69033
1561,553.0008,7.46,33865.33107,35451.94153,44950.1548,34951.78189,32352.06842,2407.879395,2126.268555,3675.296875,1819.654297,1216.270569
1562,176.0107,3.66,6891.239746,6594.551758,5238.27002,6209.671387,6245.635254,3234.595703,3187.800781,2610.09375,2985.464355,2593.119629
1563,498.2591,7.03,28838.00086,41534.94839,34369.53498,73071.68867,24842.48646,4553.668016,3985.02752,16114.41576,4270.74106,7659.520411
1564,330.0948,1.44,22846.30302,24971.68196,27337.24938,24749.49851,26517.21827,10530.36884,8456.392969,9048.737338,9829.159371,9641.64651
1565,708.4721,21.14,47946.5086,49124.04026,65049.65637,116884.7705,42102.21192,26080.81894,30522.90621,34426.64011,44572.9758,14216.69903
1566,810.5114,14.12,7746.303556,4753.959759,1,21313.68731,33422.13025,26350.28933,39943.78401,32345.06535,30560.62287,26442.83741
1567,826.5068,11.98,36204.37127,30437.40233,36161.71816,47505.60875,66970.50302,9689.508581,24306.84051,22663.07481,15556.41808,19733.17332
1568,864.3909,10.64,73003.23545,46594.61378,75753.06137,88540.96383,48068.39636,9249.903633,10178.84486,15996.76043,9675.204329,23972.07966
1569,872.5126,11.28,95165.81279,80420.89448,53378.45392,40242.51551,50287.56594,19223.99878,43205.83342,24809.71295,37645.35515,33854.24272
1570,449.1894,4.58,25556.37049,22704.16086,21833.3525,31007.8686,30058.84422,27181.38574,24564.87651,20720.03762,26415.50291,23350.43153
1571,916.5056,13.63,7961.521401,105142.96,62152.45406,32464.98149,52941.20824,1,1,5327.139889,1,4648.607168
1572,398.1424,11.45,1,1,1554.760376,1,1,1,1,1,1,1
1573,528.2928,14.06,1,1,18458.93605,14829.12309,2984.587363,1,26613.89081,24265.65527,1906.002529,1698.344433
1574,736.1403,5,36089.37062,39958.43681,31250.51582,30866.9817,33319.28451,1563.913182,1998.996094,2069.843681,1675.746821,1
1575,284.0529,4.02,23130.3802,23480.40039,30979.14256,27308.33789,25881.47598,4531.254395,5642.151367,4931.885742,4307.913086,4436.147949
1576,113.9444,5,19470.7793,23955.82617,17133.51758,21696.50977,10143.95508,1610.012573,2920.380371,6987.911438,3351.556152,5074.077339
1577,240.0996,4.61,33657.45931,38268.01364,33441.03007,33022.14379,39194.01877,4507.168872,5553.327384,6297.138605,5598.47833,4803.976413
1578,354.2072,14.28,55933.75639,63054.42342,42495.65234,49282.10232,45258.03516,20123.5221,11373.50195,14138.50579,14474.63346,14949.82791
1579,558.2699,13,49037.35997,47770.22436,51496.62311,45716.91725,49211.36095,34233.33837,19377.41376,28266.82178,27531.08264,25940.78671
1580,788.4106,12.25,20399.36991,33263.42242,23925.92616,50763.97206,52392.54694,8543.289105,13264.07465,1,13858.49058,5930.819784
1581,514.2301,13.05,10965.50496,40300.54297,16821.31321,28236.8596,52212.22229,82701.28945,42576.14214,65893.02819,68143.04341,59433.54727
1582,432.2738,12.6,57268.11575,55905.64491,41057.72279,54417.1855,37696.81581,3087.686035,2750.60376,1724.387566,2291.694774,2721.427002
1583,280.0694,4.7,25701.83626,13237.15395,29408.97631,15232.33011,15561.79948,1726.376021,2172.251635,21530.15757,3055.997314,12188.9394
1584,254.2242,13.54,4278.75394,11052.47503,4457.933657,4094.138944,3752.583628,1420.532581,2478.680045,1015.039594,1323.290421,1314.400681
1585,378.1887,8.24,33855.34159,33352.55742,28884.85243,35994.40877,32425.70426,33554.04443,34041.10794,32078.81153,32299.49869,34828.52722
1586,444.2351,9.81,20853.39755,56952.11271,42307.17533,19631.80058,21914.47373,1,1,2797.464928,1,1
1587,578.1941,3.49,1,1,1,1,1,42244.31148,45316.51851,42476.02458,45748.85563,46189.84884
1588,905.5795,5.53,37701.07031,29355.9082,24344.52148,29853.59766,31246.86719,62285.2681,63017.14453,61656.44531,60553.57813,57541.82813
1589,790.4522,12.53,50815.72664,27874.48311,29617.08913,33343.48253,55238.42906,1,9641.371342,31215.73645,7360.223218,18679.56145
1590,646.1294,4.43,26966.93273,27906.50119,28508.33339,29291.08799,20435.22592,85751.41439,96969.76832,93254.92185,97986.36148,95217.78545
1591,790.4494,12.64,48934.23563,56428.77591,48303.9302,1,42697.50225,1,1,29617.17157,1,1
1592,614.22,4.26,67088.41159,74315.8986,72207.58034,65682.76082,79529.48637,23710.29474,28179.03457,27112.66959,27136.14798,27577.9621
1593,240.1361,10.88,26581.34075,22665.07422,24750.84961,25601.07813,24178.16797,23289.38851,26629.76172,27098.74317,21543.82617,25846.26502
1594,424.1678,4.58,35968.59842,42188.84362,35434.68965,42922.69548,42612.76773,23048.77609,25140.4809,20871.88213,25768.35239,22449.94099
1595,166.0477,0.99,23799.04959,33139.96131,39837.44599,39240.29713,26426.44989,19503.41661,19088.66544,21180.58961,21333.76494,20998.17904
1596,624.2234,4.4,27480.24514,29198.08099,27712.43989,26930.67987,26824.75413,19542.29821,19483.2507,18905.71458,19201.34694,20686.32569
